subrogation,claim_number,year_of_born,gender,email_or_tel_available,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_of_DL,accident_type,in_network_bodyshop,vehicle_mileage
0,6195468,1989,F,1,62,124993,1,1,Rent,15037,7/16/2016,Thursday,Highway/Intersection,0,Y,34,Phone,1,4524.73,2025,Large,15000,red,39067.31835,23,single_car,yes,84971
0,4732886,1971,M,0,76,30015,0,1,Rent,20142,2/20/2016,Friday,Unknown,5,Y,33,Broker,1,3251.43,2022,Medium,20765.02995,other,11126.78324,22,single_car,yes,59587
0,6264091,1980,M,1,66,71238,1,1,Rent,80027,10/17/2015,Saturday,Parking Area,0,N,41,Phone,0,3020.96,2025,Compact,15000,black,26481.99322,21,single_car,yes,104701
1,7709300,1961,M,1,83,41301,1,1,Rent,20155,5/28/2016,Friday,Local,10,Y,27,Phone,1,2310.28,2024,Compact,15000,black,10707.5617,24,multi_vehicle_clear,yes,38684
0,4863844,1992,F,1,42,30015,0,1,Own,85035,1/10/2016,Tuesday,Parking Area,0,Y,17,Phone,1,6338.19,2025,Large,15000,white,18695.52643,28,single_car,no,21333
0,8408945,1954,M,0,69,124993,1,1,Own,15019,10/31/2016,Saturday,Unknown,8,N,45,Phone,0,4071.53,2024,Medium,15000,black,11284.7692,22,single_car,no,85921
0,2492724,1998,M,1,100,30015,1,0,Own,85028,12/20/2015,Friday,Unknown,5,Y,52,Online,1,7432.3,2023,Compact,18578.54347,other,15571.9004,27,multi_vehicle_clear,yes,89875
0,3070295,1971,M,1,62,52076,0,0,Own,80021,1/7/2016,Tuesday,Parking Area,0,N,51,Broker,0,20839.07,2016,Large,59736.93031,gray,21894.74483,17,multi_vehicle_clear,no,99078
1,9095553,1979,F,1,86,51507,0,0,Rent,80044,1/13/2016,Friday,Local,0,Y,23,Phone,1,3528.05,2020,Compact,39072.16757,black,16286.42324,25,single_car,yes,86547
0,3888328,2004,F,0,68,51940,0,1,Own,20110,8/12/2015,Sunday,Local,0,Y,53,Online,0,737.91,2025,Compact,15000,white,41920.39586,23,multi_vehicle_clear,no,134287
1,7812224,1955,F,0,57,64840,1,1,Rent,20146,7/29/2015,Sunday,Highway/Intersection,4,Y,31,Phone,1,7225.95,2022,Medium,15000,other,14563.1504,26,multi_vehicle_clear,yes,79693
1,4472121,1996,M,1,44,30691,1,1,Rent,50011,9/22/2015,Monday,Local,3,Y,27,Broker,1,1418.1,2020,Medium,15000,black,21825.77936,22,multi_vehicle_unclear,yes,80463
1,5801654,1987,F,0,92,31267,1,1,Rent,15025,7/27/2016,Friday,Highway/Intersection,0,N,28,Broker,1,1200.22,2024,Medium,50159.89222,red,24243.1547,26,multi_vehicle_clear,yes,48380
0,3136214,1977,F,1,66,30015,1,1,Own,15037,11/11/2016,Thursday,Local,3,N,27,Broker,1,11601.59,2025,Compact,72234.67319,white,19670.86792,20,multi_vehicle_unclear,yes,31908
0,6948218,2000,M,1,59,49647,1,1,Own,80101,8/18/2016,Friday,Parking Area,0,N,18,Phone,1,1935.34,2022,Compact,40511.64127,blue,19950.48692,19,multi_vehicle_unclear,no,99277
0,7355592,1991,M,1,67,72024,1,1,Own,15010,4/8/2016,Friday,Local,22,Y,23,Phone,0,4570.21,2021,Large,38637.64958,other,12228.60682,23,multi_vehicle_unclear,yes,62100
0,5348797,1964,F,1,83,30015,1,1,Rent,80018,11/7/2015,Thursday,Local,7,N,43,Broker,1,4793.39,2024,Medium,51936.84144,gray,10241.92816,24,multi_vehicle_clear,yes,134863
0,8425718,1971,M,1,70,87360,0,0,Own,20132,10/27/2015,Friday,Local,1,N,41,Online,1,2676.65,2022,Large,47691.68755,gray,17176.78514,21,multi_vehicle_clear,no,42355
0,4193778,1990,F,0,64,30015,1,0,Rent,20105,10/13/2016,Sunday,Local,0,N,48,Broker,0,2155.7,2024,Compact,52667.42026,silver,34072.90074,23,single_car,yes,67887
1,5504176,1992,M,1,78,75530,1,1,Rent,50049,12/23/2015,Wednesday,Local,1,Y,23,Online,0,5387.93,2025,Large,38930.04393,silver,31750.85234,23,multi_vehicle_clear,yes,104889
0,8131306,1972,F,1,80,52008,0,1,Rent,50013,5/3/2016,Wednesday,Unknown,0,Y,39,Phone,1,1272.04,2025,Large,24879.19214,other,40292.55909,23,multi_vehicle_unclear,yes,87519
0,6641146,1984,F,0,65,30015,1,1,Own,15012,3/24/2015,Thursday,Highway/Intersection,21,N,46,Online,1,6682.2,2025,Medium,15000,white,4533.16128,18,multi_vehicle_unclear,yes,48273
1,7367165,1975,F,1,44,35547,1,0,Own,20103,5/18/2015,Monday,Unknown,0,Y,29,Broker,1,3078.95,2018,Compact,31396.50527,other,7518.065319,18,multi_vehicle_unclear,yes,73974
0,4637192,1979,M,1,78,30015,0,0,Own,20102,4/2/2015,Monday,Unknown,3,N,55,Phone,1,5387.26,2024,Large,27948.1014,blue,18547.57153,24,multi_vehicle_unclear,no,111451
0,3462821,1970,M,0,76,66132,1,0,Rent,85069,12/21/2016,Tuesday,Local,0,N,52,Phone,1,1084.5,2016,Large,17516.50194,silver,19940.28599,23,single_car,yes,94439
0,2601074,1970,M,1,60,81274,1,1,Rent,15028,11/10/2016,Sunday,Unknown,0,Y,43,Online,0,8842.38,2022,Large,34510.25403,silver,10772.73918,25,multi_vehicle_unclear,yes,80930
0,5181513,1988,F,1,91,51631,1,0,Own,20152,3/4/2016,Wednesday,Parking Area,3,N,44,Phone,1,983.43,2018,Medium,15000,silver,15929.81096,16,multi_vehicle_unclear,yes,82581
0,1702630,1971,F,1,81,30015,1,0,Rent,50050,3/19/2015,Saturday,Parking Area,0,N,38,Broker,1,1859.53,2021,Compact,15000,gray,22799.56896,27,single_car,no,142393
0,2848843,1975,M,1,42,70636,1,1,Own,20105,12/1/2016,Wednesday,Parking Area,0,N,16,Broker,1,1624.2,2027,Compact,86218.37712,blue,30052.00226,16,multi_vehicle_unclear,yes,64627
0,6043007,1966,M,1,57,48022,1,0,Rent,15025,9/20/2015,Wednesday,Highway/Intersection,0,N,54,Online,1,9885.43,2022,Large,15000,other,10547.72345,23,multi_vehicle_clear,no,79213
0,5191284,1996,M,1,65,42853,0,1,Own,80021,8/2/2015,Thursday,Unknown,0,Y,31,Phone,1,10555.07,2021,Medium,59338.92857,white,21775.19903,21,single_car,yes,96413
0,9803218,1964,F,1,83,66510,1,1,Rent,85078,6/30/2015,Saturday,Parking Area,0,Y,36,Phone,1,2325.66,2024,Large,15000,black,17948.7385,20,multi_vehicle_unclear,yes,120290
0,7688494,1979,M,1,83,45770,0,1,Rent,20101,2/14/2016,Thursday,Parking Area,0,N,68,Phone,1,948.15,2025,Large,15000,white,13518.74492,26,multi_vehicle_unclear,yes,42071
0,3303928,1977,M,1,73,30015,0,1,Own,20151,4/29/2015,Tuesday,Local,0,N,33,Broker,0,3500.27,2027,Large,16478.3812,silver,16496.40827,22,single_car,yes,35290
0,4273520,1979,F,1,86,41433,1,1,Own,15027,8/16/2015,Saturday,Local,0,Y,61,Phone,0,3237.99,2024,Large,27196.52617,other,40193.77031,16,multi_vehicle_clear,no,66036
0,4124664,1980,M,1,85,30015,1,1,Own,80021,9/21/2015,Thursday,Local,2,Y,29,Broker,1,6272.66,2025,Compact,15000,blue,24842.4031,28,single_car,yes,85625
0,2451276,1979,F,1,71,53195,0,0,Rent,15057,4/19/2016,Sunday,Local,4,Y,26,Online,0,4030.14,2026,Medium,40799.17982,other,11621.90909,26,multi_vehicle_clear,no,90385
0,9668648,1992,F,0,77,30015,1,1,Own,85005,3/4/2016,Saturday,Parking Area,0,Y,46,Broker,1,3779.95,2020,Large,52016.71303,red,4498.136177,17,single_car,yes,56582
0,6002412,1973,F,0,74,30015,1,0,Rent,85010,7/24/2015,Sunday,Highway/Intersection,1,N,29,Broker,1,13953.95,2024,Large,31530.64478,gray,21268.68831,22,multi_vehicle_unclear,no,30021
1,4595398,1981,F,0,72,35956,0,0,Own,50034,6/14/2016,Tuesday,Highway/Intersection,13,Y,30,Broker,0,3805.4,2023,Large,21783.41973,black,20198.86447,25,multi_vehicle_unclear,no,97341
0,2093005,1985,M,1,54,48569,1,0,Own,20129,3/28/2016,Sunday,Parking Area,10,Y,53,Broker,0,1160.83,2026,Compact,33993.13596,blue,13038.95909,21,single_car,yes,119589
0,6051370,1969,F,1,83,81425,0,0,Rent,50049,8/5/2016,Monday,Parking Area,0,Y,39,Online,0,1369.57,2014,Large,15000,other,26836.06666,21,multi_vehicle_clear,yes,60206
0,5488692,1988,F,1,100,30015,1,0,Rent,15045,9/3/2015,Wednesday,Local,9,Y,39,Online,1,1674.92,2025,Compact,35783.21137,black,19023.06525,25,multi_vehicle_clear,yes,58880
0,3309642,1974,M,0,77,91523,1,1,Own,50025,10/31/2016,Wednesday,Highway/Intersection,1,N,33,Broker,0,10174.21,2023,Compact,38769.64447,red,28210.52647,26,multi_vehicle_clear,yes,98749
0,2051906,1960,F,1,83,34734,1,0,Rent,20135,8/31/2015,Saturday,Highway/Intersection,0,Y,32,Broker,0,3369.54,2024,Large,22203.21866,blue,29005.25778,24,multi_vehicle_clear,yes,24396
0,6172106,1982,M,1,83,61494,0,1,Own,50011,1/7/2015,Monday,Local,2,N,42,Phone,1,1767.68,2017,Compact,36013.63137,other,28469.80836,21,multi_vehicle_clear,yes,59704
0,5632933,1992,F,1,55,30015,1,0,Rent,20116,1/21/2016,Wednesday,Unknown,9,Y,39,Broker,1,468.33,2022,Medium,41951.98488,black,11713.47519,21,multi_vehicle_clear,no,67338
0,8084978,1990,F,1,69,44350,0,0,Own,50054,11/22/2016,Tuesday,Unknown,14,N,49,Broker,0,520.81,2018,Compact,23308.92333,white,57763.97978,25,single_car,yes,64900
1,3025024,1982,F,1,73,61440,0,1,Own,50025,12/3/2016,Thursday,Highway/Intersection,0,Y,37,Broker,0,1648.16,2008,Medium,57877.85691,other,28993.1168,24,multi_vehicle_unclear,yes,69504
1,7611454,1985,F,1,86,94394,1,1,Rent,80037,11/5/2016,Friday,Highway/Intersection,0,N,33,Phone,1,526.12,2020,Compact,15000,black,10161.02117,27,multi_vehicle_unclear,yes,117295
1,5113090,1979,F,1,100,30602,0,0,Rent,80010,11/15/2015,Tuesday,Unknown,2,Y,40,Phone,0,595.08,2022,Medium,56818.10574,blue,28585.95355,20,multi_vehicle_unclear,no,102967
0,3291280,1990,F,1,96,77813,1,1,Rent,85053,11/18/2016,Monday,Parking Area,0,N,42,Online,1,16045.87,2027,Compact,15000,black,18987.00331,27,multi_vehicle_clear,yes,88422
0,5236512,1978,M,1,69,44025,1,1,Own,85078,6/27/2015,Monday,Highway/Intersection,0,Y,35,Phone,0,6720.82,2022,Compact,15000,blue,31112.64288,23,multi_vehicle_unclear,yes,85865
1,6098588,1999,M,1,100,96563,0,0,Rent,80005,8/16/2015,Saturday,Local,0,N,32,Phone,0,3535.19,2027,Large,15000,silver,8946.6475,26,multi_vehicle_unclear,yes,95058
1,6567185,1987,M,0,76,56379,1,1,Own,15030,4/27/2015,Thursday,Local,0,N,27,Broker,1,3227.72,2026,Compact,15000,white,56969.05027,24,multi_vehicle_unclear,yes,80321
0,3326646,1962,M,1,82,77169,1,1,Rent,15015,1/1/2015,Sunday,Unknown,0,N,34,Broker,1,2193.13,2027,Medium,38474.75121,blue,27306.12933,22,single_car,yes,110278
0,3294922,1977,M,0,96,40651,1,1,Rent,85042,10/25/2016,Saturday,Highway/Intersection,0,Y,29,Online,0,6765.59,2025,Compact,16588.23442,black,23752.44213,29,multi_vehicle_clear,yes,92883
0,4290962,1999,F,1,74,43800,1,0,Own,15007,1/12/2016,Thursday,Parking Area,0,N,55,Phone,1,7370.95,2023,Compact,38830.80539,other,26169.75083,19,multi_vehicle_unclear,yes,131361
1,7501437,1993,F,0,43,42294,1,1,Own,80035,4/3/2015,Sunday,Highway/Intersection,0,N,31,Phone,1,1349.6,2019,Large,25624.00877,other,13721.31021,20,multi_vehicle_unclear,yes,111817
0,7217213,1985,F,1,73,36949,0,1,Own,50021,9/28/2016,Saturday,Parking Area,0,N,31,Broker,0,3877.23,2025,Large,71054.90042,red,38257.12643,24,multi_vehicle_unclear,no,53376
1,2822236,1970,M,0,53,71555,1,1,Own,50047,2/6/2016,Sunday,Local,0,N,38,Broker,1,6974.67,2021,Medium,15000,black,23414.02282,17,multi_vehicle_clear,yes,78651
0,8314806,1981,M,1,87,50437,1,0,Own,15001,1/9/2016,Sunday,Local,0,N,42,Phone,1,4087.47,2016,Large,58974.32848,red,31866.32083,25,multi_vehicle_clear,no,78895
1,8206449,1976,F,0,94,30015,1,1,Rent,50054,5/7/2015,Saturday,Unknown,0,N,40,Broker,0,10021.42,2023,Medium,15000,white,31421.60236,16,multi_vehicle_unclear,yes,97077
0,4413159,1981,M,0,58,30015,1,1,Own,80002,11/22/2016,Saturday,Parking Area,4,N,30,Phone,0,1326.9,2021,Compact,15000,blue,21709.41416,23,multi_vehicle_clear,yes,15717
0,5819151,1975,M,1,76,75799,1,1,Own,20104,6/7/2015,Wednesday,Highway/Intersection,7,Y,37,Broker,1,2916.49,2024,Compact,20983.90153,red,14761.97795,20,single_car,yes,57860
1,6989537,1971,M,1,99,54231,1,1,Own,85078,10/7/2016,Friday,Highway/Intersection,4,N,29,Broker,1,3825.32,2026,Compact,15000,silver,15959.07084,19,multi_vehicle_unclear,no,78745
1,6962855,1995,M,1,75,96453,0,0,Own,20152,2/10/2015,Friday,Unknown,3,Y,54,Phone,1,2298.79,2024,Large,15000,white,33211.56399,24,multi_vehicle_unclear,yes,65627
0,9886223,1978,F,1,85,38739,1,1,Own,50010,11/17/2016,Monday,Unknown,0,N,39,Phone,0,4996.07,2017,Medium,40303.34346,silver,10878.67378,22,multi_vehicle_clear,yes,65294
0,1409729,1974,M,1,70,36921,1,0,Own,50047,3/1/2016,Friday,Local,18,N,37,Broker,1,3448.21,2024,Medium,60631.77887,gray,29861.47113,20,multi_vehicle_clear,yes,44429
0,7461893,1988,M,1,71,30015,1,0,Own,50008,6/6/2015,Tuesday,Local,17,Y,20,Broker,0,12020.01,2017,Large,22649.28646,red,23219.89908,18,single_car,no,74657
0,5547488,1969,M,0,89,94562,0,1,Rent,20111,5/28/2016,Saturday,Unknown,3,N,48,Phone,1,2019.81,2027,Medium,15000,black,20440.93589,21,single_car,yes,118219
0,7543093,1988,M,0,68,42243,0,1,Own,15020,1/10/2016,Wednesday,Local,0,N,21,Phone,1,5247.38,2018,Medium,39812.35239,blue,15715.54591,20,multi_vehicle_clear,no,43886
0,3740592,1974,M,1,77,33486,1,1,Own,85004,8/23/2016,Monday,Unknown,0,N,36,Phone,1,3071.23,2023,Compact,27110.89327,red,38500.91537,26,single_car,no,69015
0,2599236,1980,M,1,78,41366,0,1,Rent,80024,11/18/2015,Friday,Parking Area,0,Y,39,Online,1,2650.09,2017,Compact,26153.02463,white,13500.57499,26,multi_vehicle_clear,yes,80192
0,3202629,1998,F,1,77,45404,1,1,Own,85001,1/21/2016,Tuesday,Unknown,3,Y,39,Online,1,2955.56,2027,Large,51500.45338,blue,77989.16435,19,multi_vehicle_clear,yes,155387
0,6478273,1972,F,1,58,40305,1,0,Rent,50014,10/21/2016,Wednesday,Local,6,Y,44,Phone,0,1198.06,2024,Compact,41166.38845,blue,34122.51191,20,multi_vehicle_clear,no,13242
0,7122891,1982,F,1,69,30015,0,1,Rent,85017,1/18/2015,Thursday,Unknown,0,N,41,Broker,1,746.76,2022,Medium,70264.91414,gray,26626.78371,20,multi_vehicle_unclear,yes,74343
0,5551721,1967,M,1,73,35249,1,1,Rent,80012,5/23/2016,Wednesday,Highway/Intersection,0,N,40,Broker,1,21504.28,2019,Large,29966.02816,other,61642.87505,24,multi_vehicle_unclear,yes,62472
0,1287469,1965,F,1,79,37827,1,1,Rent,50057,12/1/2016,Saturday,Highway/Intersection,0,N,42,Broker,0,1306.65,2018,Large,37231.57027,red,18295.6158,18,single_car,yes,115079
0,6186223,1995,F,1,93,41970,0,1,Rent,85060,12/23/2015,Saturday,Local,13,Y,33,Broker,1,6714.17,2017,Compact,15000,red,21420.95962,26,multi_vehicle_unclear,yes,59572
1,1039744,1978,M,1,55,42243,0,1,Rent,15010,1/6/2016,Monday,Local,0,N,34,Phone,1,2334.1,2017,Medium,20835.56161,blue,16529.17109,30,single_car,yes,70386
0,8876497,1989,M,1,63,46018,1,0,Own,85062,10/27/2016,Tuesday,Unknown,0,N,24,Broker,0,2553.57,2023,Large,15000,gray,16869.75117,21,multi_vehicle_clear,yes,78050
1,1511131,1982,M,1,49,30015,1,0,Own,85010,10/22/2015,Thursday,Local,19,Y,26,Broker,1,2651.16,2023,Compact,35784.24038,white,24326.99419,16,multi_vehicle_clear,yes,76074
0,1700914,1980,F,1,65,52494,1,1,Own,85077,11/24/2016,Tuesday,Parking Area,3,N,35,Phone,1,1060.14,2025,Medium,15000,silver,16469.72754,23,multi_vehicle_clear,yes,77689
0,4512626,2003,F,1,59,34776,1,1,Rent,20116,3/3/2015,Saturday,Unknown,0,N,50,Online,0,1177.03,2005,Medium,15000,red,41050.35951,16,multi_vehicle_clear,no,104678
0,1679238,1983,M,1,77,30015,1,1,Own,85046,1/8/2015,Thursday,Unknown,1,Y,27,Online,0,4369.65,2024,Large,15000,gray,25895.23903,20,multi_vehicle_unclear,yes,65942
0,9395637,1983,M,0,55,83414,0,1,Rent,80002,2/3/2015,Monday,Unknown,0,N,55,Broker,0,4085.45,2023,Large,15000,silver,26116.4938,28,single_car,yes,12111
0,4486823,1989,M,1,66,51012,1,0,Rent,15060,2/16/2015,Monday,Parking Area,0,N,45,Phone,1,3854.67,2026,Medium,29697.79277,blue,25107.68417,23,multi_vehicle_unclear,yes,78433
1,4465515,1994,M,0,51,41670,1,0,Rent,80022,4/10/2015,Thursday,Highway/Intersection,2,Y,28,Phone,1,1690.5,2023,Large,19821.96657,other,26101.10229,31,multi_vehicle_clear,yes,119379
1,7756057,1980,F,0,72,30015,0,1,Rent,80011,9/7/2016,Thursday,Highway/Intersection,0,N,37,Broker,0,2097.85,2022,Compact,28296.73317,black,34405.32745,22,multi_vehicle_unclear,yes,97920
0,7306218,1960,M,1,84,87144,0,0,Rent,20107,1/28/2016,Tuesday,Parking Area,0,N,48,Phone,1,414.96,2024,Compact,21511.78577,white,27569.29642,17,single_car,yes,76420
0,1422609,1994,F,1,73,45236,1,1,Rent,20106,11/6/2015,Friday,Highway/Intersection,8,N,54,Broker,1,1272.82,2018,Compact,15000,black,14984.92896,22,multi_vehicle_unclear,no,108932
0,5823599,1980,M,1,99,30015,1,0,Rent,15025,7/10/2015,Monday,Highway/Intersection,0,Y,32,Broker,1,7480.1,2023,Compact,15000,white,15703.26262,17,multi_vehicle_clear,no,56336
0,1109475,1979,M,0,60,93490,1,0,Rent,15022,6/21/2016,Wednesday,Local,0,Y,39,Phone,1,5098.49,2024,Compact,75899.0459,black,10784.22601,20,multi_vehicle_unclear,yes,90402
0,8927783,1979,M,1,68,43998,1,1,Rent,85009,5/10/2016,Monday,Local,0,N,48,Phone,1,1202.12,2026,Medium,15000,white,17885.53058,22,multi_vehicle_clear,yes,35349
0,3739746,1981,M,1,56,87051,1,0,Own,15004,2/18/2015,Sunday,Unknown,3,N,30,Phone,1,2848.1,2019,Compact,15000,white,23460.44741,24,multi_vehicle_unclear,yes,62317
0,8483216,1980,F,1,79,62811,0,1,Own,50056,9/2/2015,Saturday,Local,1,N,53,Online,1,213.8,2025,Medium,15000,red,17743.96202,19,single_car,yes,78829
1,3950961,1999,M,1,68,33547,1,0,Rent,80022,4/1/2015,Wednesday,Highway/Intersection,0,N,37,Broker,1,2875.04,2022,Medium,76622.09453,silver,17236.67606,22,multi_vehicle_unclear,yes,59688
0,2338954,1981,M,1,68,50051,0,1,Rent,50001,8/3/2015,Friday,Highway/Intersection,0,N,43,Broker,1,8072.71,2027,Compact,89859.0459,red,31940.75245,24,multi_vehicle_clear,no,90189
0,6095673,1986,M,0,100,95164,1,1,Own,80107,2/11/2016,Sunday,Parking Area,8,Y,24,Broker,1,2395.56,2021,Compact,29610.11793,gray,34899.84942,20,single_car,yes,98262
0,7331304,1975,M,1,21,50458,1,1,Own,50056,2/28/2015,Tuesday,Unknown,13,N,35,Broker,0,643.13,2015,Compact,71008.87529,red,39930.64758,23,multi_vehicle_unclear,yes,47526
1,6101876,1983,F,1,72,76418,0,0,Rent,15001,11/13/2016,Friday,Highway/Intersection,0,N,37,Online,0,1707.53,2026,Large,56994.86842,silver,25590.41975,21,multi_vehicle_clear,yes,112346
0,2403016,1969,M,1,77,124993,0,0,Rent,85014,1/24/2015,Sunday,Highway/Intersection,3,N,39,Phone,1,492.27,2026,Large,40203.50839,silver,40134.83997,19,multi_vehicle_unclear,no,115349
1,8234544,1969,F,1,76,65301,1,1,Rent,50058,8/24/2015,Monday,Highway/Intersection,0,N,31,Broker,1,5798.97,2024,Medium,36357.94498,blue,16824.64967,17,multi_vehicle_unclear,no,50837
0,4437794,1970,F,1,69,35572,1,1,Rent,80021,5/17/2015,Sunday,Parking Area,6,Y,38,Phone,1,4363.47,2025,Large,15704.75197,red,8083.064833,23,single_car,yes,25527
0,8958104,1988,F,1,95,40030,1,1,Own,15017,10/15/2016,Monday,Unknown,0,Y,26,Phone,0,2178.39,2025,Compact,45371.25819,black,9294.554735,22,multi_vehicle_clear,no,116042
0,7532452,2001,F,1,85,44442,1,1,Rent,80023,6/12/2016,Thursday,Highway/Intersection,0,Y,42,Phone,1,1185.31,2025,Medium,15000,gray,39858.26064,19,multi_vehicle_unclear,yes,65684
1,2197029,1990,M,0,72,88533,1,1,Rent,50008,7/14/2015,Sunday,Local,1,Y,32,Broker,1,863.87,2023,Large,15000,red,11199.70915,26,multi_vehicle_unclear,yes,78986
0,1685039,1987,F,1,81,30015,0,1,Own,15045,2/2/2015,Thursday,Highway/Intersection,3,N,56,Phone,1,1824.59,2017,Medium,86008.2941,red,30405.87246,22,multi_vehicle_clear,yes,33639
0,5007084,1978,F,1,69,30015,0,1,Own,80011,10/26/2015,Sunday,Highway/Intersection,2,Y,42,Phone,1,2555.1,2021,Medium,30965.04706,black,19152.1407,21,single_car,yes,98970
0,4953218,1997,M,1,97,61112,0,1,Rent,15017,2/2/2015,Monday,Highway/Intersection,0,Y,41,Broker,0,3832.87,2022,Compact,43237.32165,silver,25755.07273,22,single_car,no,121407
0,9048361,2003,F,1,82,71920,1,0,Rent,85073,2/7/2015,Friday,Local,0,N,50,Phone,0,1168.56,2027,Medium,22198.76185,red,20397.43078,18,multi_vehicle_clear,no,113517
0,9828127,2000,F,1,100,30671,1,0,Own,85032,7/21/2015,Monday,Parking Area,0,N,45,Online,0,2356.63,2022,Medium,47472.05594,black,24061.56184,23,multi_vehicle_clear,no,47149
1,9695679,1973,M,1,62,67491,0,1,Own,85067,12/15/2016,Wednesday,Unknown,0,N,30,Online,1,2177.49,2023,Compact,59161.83194,black,36775.85104,18,multi_vehicle_clear,yes,122936
1,9154682,1983,M,1,69,99692,1,1,Rent,50035,11/20/2015,Thursday,Highway/Intersection,3,N,29,Broker,1,2483.22,2023,Medium,46332.95265,red,27312.13347,27,multi_vehicle_clear,yes,85922
0,9325879,1998,F,0,53,39658,1,0,Rent,80106,9/3/2016,Saturday,Unknown,0,Y,55,Online,1,603.15,2023,Large,31190.37818,white,23485.13644,25,multi_vehicle_clear,yes,45678
1,1486053,1966,F,1,68,30015,1,1,Rent,50059,5/9/2015,Monday,Highway/Intersection,1,N,42,Broker,1,2878.06,2022,Medium,15000,white,17685.26724,20,multi_vehicle_unclear,yes,70492
0,2698101,1976,F,0,81,46510,1,1,Rent,15022,3/21/2015,Saturday,Highway/Intersection,0,N,44,Broker,1,3148.9,2023,Large,15000,blue,16144.67075,17,multi_vehicle_unclear,yes,81688
0,3579924,1991,F,0,47,90800,1,1,Rent,50054,5/10/2016,Sunday,Highway/Intersection,0,N,55,Broker,0,1808.63,2022,Large,15000,gray,22168.31792,26,multi_vehicle_unclear,yes,56707
0,3086335,1976,M,0,84,124993,0,1,Rent,80016,3/9/2016,Sunday,Unknown,0,N,21,Online,1,3145.58,2024,Medium,64034.9197,gray,22877.82932,25,multi_vehicle_unclear,no,75482
0,4625845,1974,M,1,85,60702,0,1,Own,85073,1/28/2016,Wednesday,Highway/Intersection,0,Y,32,Broker,0,3540.36,2023,Medium,28343.29126,blue,15741.96423,21,multi_vehicle_clear,no,105809
0,8458855,1988,F,0,63,30015,1,0,Own,50001,9/24/2016,Sunday,Parking Area,15,Y,47,Phone,1,1821.91,2021,Medium,15000,gray,47582.86631,23,single_car,yes,98766
0,6727460,1990,M,1,78,51480,1,0,Own,80013,1/3/2016,Monday,Local,0,N,32,Phone,0,11974.97,2026,Large,43513.10501,other,34449.05113,26,multi_vehicle_clear,no,87041
0,5960848,1947,F,1,67,68571,0,0,Own,50025,3/15/2015,Tuesday,Highway/Intersection,7,Y,48,Phone,0,1851.63,2027,Medium,46835.14675,gray,25917.70255,23,multi_vehicle_unclear,yes,84093
0,7334592,1969,F,1,44,43974,1,0,Own,20119,10/14/2015,Friday,Parking Area,6,Y,43,Broker,1,9389.25,2022,Compact,15000,blue,15261.2443,27,multi_vehicle_clear,yes,47863
1,5447968,1997,F,0,70,40924,1,0,Rent,85072,3/3/2016,Thursday,Local,6,N,33,Broker,0,4381.7,2013,Compact,15000,black,37788.7374,24,multi_vehicle_unclear,no,106742
0,3560419,1967,M,0,51,30015,0,0,Own,80020,8/6/2016,Tuesday,Parking Area,0,N,38,Broker,0,4294.13,2018,Medium,47255.96897,red,21040.77565,24,single_car,yes,68273
0,5939144,1975,M,1,71,57353,0,0,Rent,50011,12/5/2015,Friday,Highway/Intersection,0,Y,42,Broker,1,1843.43,2017,Medium,72578.18967,gray,30652.02165,17,multi_vehicle_clear,yes,72894
0,2116859,1954,F,1,70,43619,1,0,Rent,15038,10/7/2015,Wednesday,Highway/Intersection,0,Y,31,Broker,1,6868.33,2027,Large,43928.61649,white,25149.41479,17,single_car,yes,102573
1,4068801,1996,F,1,94,30015,0,1,Rent,80034,8/25/2016,Monday,Highway/Intersection,7,Y,30,Phone,1,1069.96,2022,Medium,35778.50541,blue,9928.29482,23,multi_vehicle_unclear,yes,91297
1,9617931,1984,F,0,92,34698,0,0,Own,20111,8/26/2015,Sunday,Local,0,N,26,Broker,1,998.03,2027,Compact,15000,gray,27032.02562,18,multi_vehicle_unclear,no,152977
1,7494781,1992,M,0,63,64995,0,1,Rent,15055,9/3/2015,Sunday,Highway/Intersection,0,Y,34,Broker,1,467.02,2023,Medium,29805.73391,red,12248.41177,18,multi_vehicle_clear,yes,50880
0,2058384,1969,M,1,78,41074,1,1,Own,80006,12/17/2015,Monday,Highway/Intersection,0,N,42,Phone,0,10278.94,2024,Compact,40502.98125,black,26389.61915,24,multi_vehicle_unclear,no,138951
1,7123969,1974,F,0,78,42135,1,1,Rent,20149,4/16/2016,Friday,Parking Area,0,Y,36,Phone,1,5818.08,2022,Medium,18881.93529,red,23840.95206,24,single_car,yes,64415
1,2458940,1962,F,0,76,63901,1,1,Rent,20152,1/3/2016,Sunday,Local,0,Y,31,Broker,0,7542.08,2027,Medium,17603.50134,white,6986.384984,25,multi_vehicle_clear,yes,85750
1,9988388,1999,M,0,100,55459,1,1,Own,50020,5/3/2015,Wednesday,Local,23,Y,39,Broker,1,15493.17,2027,Large,59083.52948,silver,19277.28839,19,multi_vehicle_unclear,no,148451
