claim_number,accident_key,policy_report_filed_ind,witness_present_ind,past_num_of_claims,claim_est_payout
7503382,4.0,1,Y,0.0,6454.2
1266988,12.0,1,Y,4.0,6440.59
4657184,3.0,1,Y,5.0,6440.22
5473130,9.0,1,Y,0.0,6439.1
9003525,5.0,1,Y,2.0,6436.81
4191237,10.0,1,Y,0.0,6436.63
6596013,5.0,1,Y,5.0,6423.08
2345342,5.0,1,Y,0.0,6418.12
2333830,3.0,1,Y,22.0,6412.28
5897307,1.0,1,Y,0.0,6406.99
3701658,3.0,1,Y,0.0,6401.57
1448950,3.0,1,Y,0.0,6400.75
4341470,11.0,1,Y,9.0,6386.67
3977777,2.0,1,Y,6.0,6385.93
6953958,12.0,1,Y,0.0,6384.4
6749935,3.0,1,Y,12.0,6383.01
8973951,1.0,1,Y,2.0,6373.56
5989396,12.0,1,Y,0.0,6370.58
7591532,8.0,1,Y,26.0,6369.53
5660310,11.0,1,Y,6.0,6368.14
7898352,11.0,1,Y,0.0,6357.22
5578813,11.0,1,Y,12.0,6354.72
3728402,2.0,1,Y,0.0,6354.44
8248178,4.0,1,Y,0.0,6354.1
2103194,5.0,1,Y,0.0,6348.58
9229648,9.0,1,Y,19.0,6343.02
6082096,10.0,1,Y,5.0,6336.86
2394091,2.0,1,Y,0.0,6330.71
2248226,5.0,1,Y,19.0,6306.94
8827796,1.0,1,Y,5.0,6294.97
8451303,1.0,1,Y,0.0,6292.78
7091440,7.0,1,Y,2.0,6275.48
9368774,5.0,1,Y,0.0,6274.52
4124664,5.0,1,Y,2.0,6272.66
7330140,6.0,1,Y,0.0,6264.88
6024381,1.0,1,Y,2.0,6260.66
4762970,5.0,1,Y,2.0,6260.06
7137978,7.0,1,Y,0.0,6250.09
6845618,3.0,1,Y,0.0,6248.98
7886992,10.0,1,Y,0.0,6240.74
7191765,2.0,1,Y,0.0,6231.99
1933901,9.0,1,Y,0.0,6228.56
3616578,12.0,1,Y,9.0,6222.1
4531654,7.0,1,Y,1.0,6203.42
8436025,7.0,1,Y,0.0,6203.09
8827952,6.0,1,Y,8.0,6195.51
3761738,11.0,1,Y,17.0,6191.64
3509764,10.0,1,Y,10.0,6185.08
8338506,11.0,1,Y,3.0,6184.68
1339751,1.0,1,Y,9.0,6180.05
1719035,2.0,1,Y,0.0,6173.35
9433045,12.0,1,Y,0.0,6172.58
6759977,2.0,1,Y,0.0,6171.73
2900309,4.0,1,Y,0.0,6170.06
5035328,12.0,1,Y,0.0,6166.78
4560396,6.0,1,Y,2.0,6166.47
4274958,1.0,1,Y,0.0,6162.43
9928254,7.0,1,Y,3.0,6152.55
6094227,9.0,1,Y,0.0,6151.66
7064555,11.0,1,Y,0.0,6147.51
6827230,6.0,1,Y,22.0,6147.07
5525201,10.0,1,Y,0.0,6144.36
1388905,7.0,1,Y,0.0,6135.12
2588521,2.0,1,Y,20.0,6125.33
2865147,2.0,1,Y,0.0,6123.1
1692377,5.0,1,Y,12.0,6120.56
2164534,11.0,1,Y,0.0,6117.4
5577929,3.0,1,Y,2.0,6117.21
4505109,10.0,1,Y,2.0,6116.55
5794012,5.0,1,Y,0.0,6111.6
3370248,7.0,1,Y,9.0,6108.45
5032086,2.0,1,Y,8.0,6104.44
6855908,3.0,1,Y,0.0,6097.08
6960667,7.0,1,Y,0.0,6096.4
6074724,2.0,1,Y,0.0,6089.88
6403830,6.0,1,Y,5.0,6083.56
6219463,8.0,1,Y,0.0,6079.97
3993910,7.0,1,Y,6.0,6073.11
1470651,5.0,1,Y,0.0,6072.6
6985448,4.0,1,Y,21.0,6061.12
9506057,7.0,1,Y,0.0,6054.28
2039057,7.0,1,Y,0.0,6042.27
5807836,1.0,1,Y,2.0,6040.49
8180732,4.0,1,Y,0.0,6040.2
5688018,11.0,1,Y,2.0,6036.59
1596375,11.0,1,Y,1.0,6023.79
1538615,3.0,1,Y,0.0,6021.76
8833892,10.0,1,Y,0.0,6016.65
4635358,6.0,1,Y,0.0,6011.31
1099366,7.0,1,Y,0.0,6008.97
9414418,10.0,1,Y,0.0,6001.89
1260012,3.0,1,Y,0.0,5992.42
8242317,6.0,1,Y,2.0,5989.54
9003756,11.0,1,Y,4.0,5983.92
2329929,11.0,1,Y,1.0,5967.53
6605648,4.0,1,Y,13.0,5961.18
3970552,7.0,1,Y,10.0,5960.98
6436285,8.0,1,Y,1.0,5958.52
1635117,3.0,1,Y,0.0,5955.76
8258414,3.0,1,Y,0.0,5953.58
3351743,1.0,1,Y,7.0,5945.91
2552700,2.0,1,Y,0.0,5944.63
2129345,8.0,1,Y,3.0,5935.26
2484490,12.0,1,Y,13.0,5920.24
3513425,4.0,1,Y,0.0,5912.4
3508637,5.0,1,Y,6.0,5911.83
1491535,12.0,1,Y,1.0,5906.23
5670291,9.0,1,Y,0.0,5905.43
9810348,3.0,1,Y,0.0,5902.32
9054448,8.0,1,Y,0.0,5899.14
8959597,3.0,1,Y,0.0,5897.24
5510534,12.0,1,Y,0.0,5892.54
6396796,6.0,1,Y,0.0,5891.84
7204951,3.0,1,Y,19.0,5891.21
6876171,11.0,1,Y,8.0,5889.31
5109127,9.0,1,Y,0.0,5874.94
3275738,3.0,1,Y,0.0,5871.77
8390059,5.0,1,Y,0.0,5871.0
8575548,8.0,1,Y,12.0,5865.76
4553416,7.0,1,Y,0.0,5860.2
7758179,8.0,1,Y,1.0,5843.45
4544679,8.0,1,Y,0.0,5828.36
9272562,12.0,1,Y,0.0,5826.92
6229280,8.0,1,Y,0.0,5826.5
8335711,1.0,1,Y,0.0,5824.3
4944836,4.0,1,Y,2.0,5820.48
7123969,9.0,1,Y,0.0,5818.08
2789583,11.0,1,Y,7.0,5813.07
7404076,8.0,1,Y,4.0,5805.8
2252554,5.0,1,Y,0.0,5804.43
5196297,7.0,1,Y,3.0,5788.47
5451959,12.0,1,Y,13.0,5787.74
4994995,12.0,1,Y,0.0,5785.9
4678708,9.0,1,Y,0.0,5783.1
4576085,11.0,1,Y,3.0,5780.62
5360234,11.0,1,Y,6.0,5765.78
5518272,8.0,1,Y,21.0,5763.98
6940838,6.0,1,Y,3.0,5750.53
6803738,8.0,1,Y,0.0,5746.79
3560690,12.0,1,Y,0.0,5744.67
2192196,8.0,1,Y,0.0,5736.92
1162516,4.0,1,Y,1.0,5734.82
9312781,10.0,1,Y,9.0,5732.45
7216165,9.0,1,Y,2.0,5731.51
6054095,3.0,1,Y,0.0,5729.68
5311809,12.0,1,Y,0.0,5727.69
6047564,7.0,1,Y,0.0,5723.57
2270254,11.0,1,Y,0.0,5722.34
8764130,6.0,1,Y,0.0,5720.69
3008654,1.0,1,Y,0.0,5716.16
5808879,2.0,1,Y,0.0,5713.95
3547134,9.0,1,Y,12.0,5713.82
3444089,9.0,1,Y,0.0,5713.53
8503157,12.0,1,Y,0.0,5708.07
5831311,3.0,1,Y,21.0,5706.03
5650261,5.0,1,Y,0.0,5696.46
9080512,12.0,1,Y,8.0,5692.85
5004732,10.0,1,Y,12.0,5673.05
4018451,9.0,1,Y,0.0,5667.31
1694463,2.0,1,Y,13.0,5666.42
3984081,12.0,1,Y,7.0,5659.12
1292827,1.0,1,Y,0.0,5658.69
3174417,10.0,1,Y,4.0,5653.97
5402303,2.0,1,Y,0.0,5653.73
5095191,4.0,1,Y,0.0,5649.35
2774063,4.0,1,Y,0.0,5648.51
3162831,4.0,1,Y,4.0,5638.62
5480260,1.0,1,Y,3.0,5637.74
8247063,12.0,1,Y,0.0,5634.95
8687606,6.0,1,Y,0.0,5633.17
8539506,5.0,1,Y,0.0,5630.03
7775363,8.0,1,Y,0.0,5625.51
9745548,12.0,1,Y,0.0,5617.78
6559943,5.0,1,Y,21.0,5613.62
1237852,1.0,1,Y,6.0,5606.41
6030256,10.0,1,Y,5.0,5604.42
3770760,6.0,1,Y,1.0,5603.86
6578030,7.0,1,Y,9.0,5603.02
9502654,3.0,1,Y,0.0,5596.0
2355730,9.0,1,Y,9.0,5591.03
8826019,6.0,1,Y,0.0,5579.43
8061347,3.0,1,Y,0.0,5578.18
4353474,11.0,1,Y,0.0,5571.26
5995261,10.0,1,Y,11.0,5571.14
4634903,10.0,1,Y,0.0,5570.36
1269388,4.0,1,Y,0.0,5567.37
9403725,3.0,1,Y,0.0,5567.16
9657418,1.0,1,Y,0.0,5566.59
4226734,2.0,1,Y,0.0,5561.56
7753959,10.0,1,Y,0.0,5552.72
8673453,3.0,1,Y,0.0,5551.8
3496712,2.0,1,Y,0.0,5551.45
8460915,1.0,1,Y,0.0,5551.17
7859385,12.0,1,Y,8.0,5548.24
1846604,9.0,1,Y,0.0,5538.87
4987212,8.0,1,Y,18.0,5536.24
4580177,2.0,1,Y,0.0,5533.39
7233299,2.0,1,Y,0.0,5528.51
6643826,2.0,1,Y,0.0,5525.73
2268424,10.0,1,Y,16.0,5521.55
2484126,12.0,1,Y,4.0,5517.75
9290760,8.0,1,Y,0.0,5516.76
3128520,3.0,1,Y,0.0,5512.63
4200461,4.0,1,Y,3.0,5501.16
6673233,4.0,1,Y,0.0,5500.67
4149277,10.0,1,Y,1.0,5498.82
9784973,7.0,1,Y,0.0,5498.35
7048026,4.0,1,Y,0.0,5495.2
4182199,5.0,1,Y,13.0,5493.3
4450064,8.0,1,Y,0.0,5485.05
7223053,2.0,1,Y,0.0,5484.64
1777636,2.0,1,Y,21.0,5480.44
8842421,7.0,1,Y,13.0,5479.27
6752309,12.0,1,Y,19.0,5477.88
8363247,12.0,1,Y,0.0,5473.99
9579432,12.0,1,Y,6.0,5472.12
5027387,11.0,1,Y,0.0,5466.21
5874659,9.0,1,Y,0.0,5460.86
9943141,10.0,1,Y,1.0,5460.01
3418758,1.0,1,Y,0.0,5458.09
8879537,9.0,1,Y,4.0,5452.91
1228781,10.0,1,Y,0.0,5452.9
9849491,12.0,1,Y,0.0,5447.51
5226440,10.0,1,Y,8.0,5441.16
6460733,2.0,1,Y,7.0,5433.74
8889255,4.0,1,Y,10.0,5433.19
3522259,11.0,1,Y,2.0,5424.51
5412763,10.0,1,Y,8.0,5417.76
1029616,3.0,1,Y,0.0,5413.65
6491004,12.0,1,Y,0.0,5400.48
2629359,2.0,1,Y,0.0,5398.78
6792770,4.0,1,Y,0.0,5391.16
1543113,12.0,1,Y,12.0,5389.26
5849074,2.0,1,Y,0.0,5388.11
4177301,4.0,1,Y,15.0,5377.59
9545279,11.0,1,Y,0.0,5376.46
9090730,10.0,1,Y,8.0,5353.17
2473721,6.0,1,Y,3.0,5349.87
9388677,5.0,1,Y,14.0,5349.15
4033291,6.0,1,Y,0.0,5346.03
8769471,9.0,1,Y,0.0,5340.79
1025421,2.0,1,Y,0.0,5340.02
5672652,9.0,1,Y,7.0,5334.84
1117275,8.0,1,Y,0.0,5334.37
8923862,10.0,1,Y,0.0,5327.94
4421371,11.0,1,Y,0.0,5327.84
4305619,3.0,1,Y,0.0,5320.93
5069398,1.0,1,Y,0.0,5316.65
8028008,7.0,1,Y,11.0,5312.91
1411773,4.0,1,Y,0.0,5303.3
6683009,9.0,1,Y,0.0,5302.11
4793040,2.0,1,Y,0.0,5296.12
8282516,4.0,1,Y,0.0,5293.39
9221863,3.0,1,Y,0.0,5292.85
3107097,10.0,1,Y,1.0,5287.99
7720690,11.0,1,Y,0.0,5285.08
8584099,12.0,1,Y,0.0,5282.37
3343873,10.0,1,Y,0.0,5272.3
7878272,11.0,1,Y,6.0,5270.94
7417352,6.0,1,Y,0.0,5269.6
5789439,9.0,1,Y,16.0,5267.93
2517684,11.0,1,Y,15.0,5266.83
2041805,2.0,1,Y,8.0,5261.02
1001613,11.0,1,Y,2.0,5258.16
2968007,7.0,1,Y,1.0,5243.62
4535389,7.0,1,Y,0.0,5243.41
9981967,6.0,1,Y,0.0,5238.84
1900785,2.0,1,Y,0.0,5238.48
5694016,3.0,1,Y,0.0,5229.91
9001160,2.0,1,Y,18.0,5229.27
6670814,9.0,1,Y,0.0,5228.2
1079713,11.0,1,Y,0.0,5227.66
7230850,1.0,1,Y,10.0,5227.2
4177462,11.0,1,Y,0.0,5226.51
2485383,2.0,1,Y,0.0,5223.89
6780905,8.0,1,Y,1.0,5221.98
6521716,12.0,1,Y,0.0,5216.71
2802772,11.0,1,Y,17.0,5216.28
6022184,2.0,1,Y,0.0,5211.87
1978575,10.0,1,Y,0.0,5210.47
9061917,3.0,1,Y,3.0,5210.17
2267474,11.0,1,Y,3.0,5208.56
5126655,1.0,1,Y,3.0,5206.0
5257957,3.0,1,Y,10.0,5202.72
6713996,4.0,1,Y,0.0,5201.57
4380496,9.0,1,Y,14.0,5197.09
6717970,8.0,1,Y,0.0,5192.25
8424429,9.0,1,Y,0.0,5179.04
5613471,1.0,1,Y,0.0,5176.18
7468443,4.0,1,Y,0.0,5175.96
2234823,12.0,1,Y,0.0,5174.39
7161352,1.0,1,Y,0.0,5174.09
1616683,10.0,1,Y,0.0,5173.86
9243937,9.0,1,Y,11.0,5167.64
1674527,1.0,1,Y,21.0,5167.39
2536718,2.0,1,Y,0.0,5166.9
1334068,8.0,1,Y,0.0,5165.42
8030504,11.0,1,Y,0.0,5164.81
5564624,11.0,1,Y,0.0,5160.71
8671267,8.0,1,Y,2.0,5158.49
6482699,9.0,1,Y,0.0,5149.03
3567692,3.0,1,Y,8.0,5148.34
9550369,10.0,1,Y,0.0,5144.33
4863437,10.0,1,Y,0.0,5141.61
9431288,1.0,1,Y,6.0,5137.76
2163198,4.0,1,Y,0.0,5136.49
4659065,12.0,1,Y,18.0,5129.83
4231576,4.0,1,Y,9.0,5127.39
1789247,6.0,1,Y,0.0,5126.27
4396060,11.0,1,Y,7.0,5124.54
1790223,10.0,1,Y,10.0,5123.82
6091703,2.0,1,Y,0.0,5123.65
6444228,10.0,1,Y,0.0,5114.61
2240020,12.0,1,Y,0.0,5113.86
8021909,12.0,1,Y,0.0,5113.48
9597056,1.0,1,Y,0.0,5111.59
5869845,7.0,1,Y,0.0,5107.53
5917015,6.0,1,Y,0.0,5104.52
9107045,11.0,1,Y,0.0,5103.68
1109475,10.0,1,Y,0.0,5098.49
5557646,12.0,1,Y,21.0,5093.99
9929754,1.0,1,Y,0.0,5092.66
1619725,7.0,1,Y,6.0,5092.17
8445007,1.0,1,Y,20.0,5089.64
4945567,6.0,1,Y,4.0,5087.76
4729122,2.0,1,Y,0.0,5082.02
9868989,5.0,1,Y,0.0,5080.89
5939482,11.0,1,Y,0.0,5075.73
1572204,2.0,1,Y,7.0,5071.56
1917712,1.0,1,Y,0.0,5071.48
3046905,10.0,1,Y,0.0,5070.75
2824722,1.0,1,Y,16.0,5064.69
2717488,7.0,1,Y,0.0,5060.02
9503128,7.0,1,Y,0.0,5059.74
4827737,10.0,1,Y,0.0,5057.5
1586511,8.0,1,Y,0.0,5042.85
5139149,4.0,1,Y,0.0,5037.86
3006222,8.0,1,Y,8.0,5033.51
8715930,2.0,1,Y,0.0,5032.09
4432103,8.0,1,Y,4.0,5027.78
6869552,4.0,1,Y,17.0,5026.37
8154765,3.0,1,Y,5.0,5025.97
8013813,4.0,1,Y,0.0,5024.54
9274431,4.0,1,Y,0.0,5019.94
4884693,11.0,1,Y,0.0,5018.49
2216494,8.0,1,Y,0.0,5017.0
1411081,11.0,1,Y,0.0,5016.28
4699080,10.0,1,Y,3.0,5016.01
5499338,10.0,1,Y,0.0,5015.59
7528381,11.0,1,Y,0.0,5013.49
8933634,7.0,1,Y,3.0,5005.75
5554106,11.0,1,Y,7.0,5004.81
4704586,2.0,1,Y,4.0,5001.48
8642775,5.0,1,Y,0.0,4997.7
7116107,3.0,1,Y,0.0,4994.5
7376695,4.0,1,Y,0.0,4993.42
2034513,7.0,1,Y,0.0,4989.38
6165717,11.0,1,Y,0.0,4980.37
9842777,2.0,1,Y,0.0,4970.51
7868881,5.0,1,Y,0.0,4963.45
7813871,10.0,1,Y,0.0,4962.79
8637018,11.0,1,Y,9.0,4958.31
6695897,2.0,1,Y,0.0,4943.39
8821681,2.0,1,Y,1.0,4939.65
9112296,8.0,1,Y,0.0,4939.04
4003689,11.0,1,Y,10.0,4935.91
2648292,11.0,1,Y,6.0,4923.3
5931072,4.0,1,Y,1.0,4923.09
7358645,5.0,1,Y,0.0,4913.02
9147511,8.0,1,Y,0.0,4912.31
9417945,2.0,1,Y,2.0,4908.1
4986620,3.0,1,Y,0.0,4907.82
8400910,3.0,1,Y,0.0,4906.32
5757710,6.0,1,Y,0.0,4897.73
3474348,3.0,1,Y,0.0,4896.33
7683381,1.0,1,Y,0.0,4896.12
1984761,10.0,1,Y,0.0,4893.23
3192810,3.0,1,Y,9.0,4892.95
4945858,3.0,1,Y,5.0,4891.3
6124340,3.0,1,Y,0.0,4888.36
2147519,1.0,1,Y,19.0,4876.83
7554827,1.0,1,Y,9.0,4875.67
1393969,6.0,1,Y,0.0,4874.25
4742738,6.0,1,Y,0.0,4867.4
5990322,7.0,1,Y,12.0,4861.07
9413129,12.0,1,Y,3.0,4860.8
7434925,11.0,1,Y,0.0,4860.62
8544425,8.0,1,Y,19.0,4857.0
2361292,2.0,1,Y,1.0,4851.03
5521067,4.0,1,Y,11.0,4850.45
5391183,11.0,1,Y,0.0,4848.25
4529208,3.0,1,Y,2.0,4847.23
8336499,3.0,1,Y,9.0,4840.54
5471424,9.0,1,Y,0.0,4839.78
4135297,2.0,1,Y,0.0,4830.42
6084237,10.0,1,Y,0.0,4822.94
8426571,11.0,1,Y,0.0,4821.47
4173824,6.0,1,Y,11.0,4821.19
2829383,9.0,1,Y,5.0,4817.69
6088630,10.0,1,Y,0.0,4815.47
5310459,9.0,1,Y,1.0,4812.99
8705780,12.0,1,Y,10.0,4806.83
4114726,3.0,1,Y,0.0,4805.92
2707400,7.0,1,Y,0.0,4802.39
9739089,4.0,1,Y,0.0,4801.75
9309196,10.0,1,Y,0.0,4797.37
5005634,1.0,1,Y,0.0,4797.2
7137331,9.0,1,Y,0.0,4793.72
7717395,6.0,1,Y,0.0,4791.76
9484537,9.0,1,Y,5.0,4785.88
8429572,6.0,1,Y,9.0,4780.12
9464943,11.0,1,Y,0.0,4777.35
7198193,3.0,1,Y,1.0,4775.68
3812704,12.0,1,Y,0.0,4774.23
3386438,10.0,1,Y,0.0,4773.74
6975257,8.0,1,Y,2.0,4773.68
8843112,10.0,1,Y,6.0,4768.95
3041155,12.0,1,Y,5.0,4767.82
1556016,2.0,1,Y,0.0,4767.77
4239094,7.0,1,Y,1.0,4766.34
4616393,8.0,1,Y,0.0,4763.02
4815943,4.0,1,Y,0.0,4761.55
4857199,12.0,1,Y,0.0,4759.13
7415070,8.0,1,Y,0.0,4758.72
6453931,5.0,1,Y,5.0,4753.8
4004081,11.0,1,Y,0.0,4753.14
1434530,4.0,1,Y,0.0,4752.83
4874866,3.0,1,Y,5.0,4751.45
5250682,12.0,1,Y,0.0,4744.32
3003255,7.0,1,Y,0.0,4738.55
9211753,9.0,1,Y,0.0,4735.86
3170193,3.0,1,Y,0.0,4734.47
1670969,12.0,1,Y,0.0,4727.47
2347343,5.0,1,Y,0.0,4719.51
2167901,12.0,1,Y,0.0,4710.33
3782082,11.0,1,Y,0.0,4706.66
5247175,12.0,1,Y,0.0,4706.32
6935255,10.0,1,Y,0.0,4705.41
5977113,11.0,1,Y,0.0,4702.17
4389712,5.0,1,Y,8.0,4685.78
9602487,7.0,1,Y,2.0,4678.41
7155784,7.0,1,Y,0.0,4677.95
7788992,4.0,1,Y,8.0,4671.58
2927454,1.0,1,Y,1.0,4665.17
6355214,11.0,1,Y,0.0,4662.79
9620729,4.0,1,Y,0.0,4660.28
1606807,10.0,1,Y,0.0,4648.18
3196047,4.0,1,Y,11.0,4646.71
5690289,6.0,1,Y,0.0,4631.5
1589130,3.0,1,Y,7.0,4627.87
5752043,2.0,1,Y,1.0,4620.79
5662451,6.0,1,Y,6.0,4620.41
5799326,11.0,1,Y,8.0,4610.5
9617574,10.0,1,Y,0.0,4609.81
7977211,7.0,1,Y,5.0,4607.66
7170123,7.0,1,Y,6.0,4599.78
7904546,9.0,1,Y,0.0,4597.37
3372168,8.0,1,Y,0.0,4596.13
3759491,6.0,1,Y,3.0,4587.35
8329119,9.0,1,Y,0.0,4586.96
6374291,1.0,1,Y,10.0,4582.62
9229473,10.0,1,Y,21.0,4578.75
1878470,10.0,1,Y,0.0,4573.64
4614735,9.0,1,Y,0.0,4567.19
1995313,8.0,1,Y,0.0,4553.86
5710549,5.0,1,Y,0.0,4551.54
6900742,2.0,1,Y,0.0,4541.96
5681907,2.0,1,Y,8.0,4541.56
3467594,11.0,1,Y,1.0,4538.46
3658567,5.0,1,Y,16.0,4532.65
8924511,10.0,1,Y,15.0,4528.86
9037907,4.0,1,Y,8.0,4528.56
6195468,6.0,1,Y,0.0,4524.73
4462026,4.0,1,Y,7.0,4522.8
4169797,1.0,1,Y,2.0,4520.19
2318356,1.0,1,Y,0.0,4518.87
6966712,8.0,1,Y,0.0,4517.96
6662483,1.0,1,Y,1.0,4516.93
6749077,5.0,1,Y,0.0,4515.0
2582406,12.0,1,Y,7.0,4512.17
3055889,1.0,1,Y,0.0,4503.01
2612091,3.0,1,Y,0.0,4502.19
7673732,10.0,1,Y,0.0,4502.12
6434397,12.0,1,Y,7.0,4499.36
5968109,7.0,1,Y,8.0,4491.82
9560664,8.0,1,Y,0.0,4491.34
5107890,9.0,1,Y,8.0,4491.33
4669295,6.0,1,Y,17.0,4491.24
9833207,7.0,1,Y,5.0,4487.94
2680157,4.0,1,Y,2.0,4486.63
1263927,8.0,1,Y,4.0,4486.62
6051359,5.0,1,Y,0.0,4486.33
5802678,1.0,1,Y,5.0,4485.23
3969405,4.0,1,Y,0.0,4481.01
3432911,7.0,1,Y,0.0,4467.8
6448686,4.0,1,Y,6.0,4464.08
4880641,4.0,1,Y,4.0,4463.99
3138897,7.0,1,Y,1.0,4458.71
8897697,6.0,1,Y,1.0,4454.63
4650878,8.0,1,Y,10.0,4452.71
4575025,1.0,1,Y,7.0,4452.01
8539111,5.0,1,Y,0.0,4445.6
1871103,10.0,1,Y,5.0,4443.91
1914737,2.0,1,Y,3.0,4443.24
9809819,7.0,1,Y,0.0,4436.9
2957873,6.0,1,Y,7.0,4436.45
8746880,7.0,1,Y,0.0,4435.55
8141568,12.0,1,Y,13.0,4432.92
3468668,7.0,1,Y,12.0,4424.11
2562981,11.0,1,Y,6.0,4418.61
4319383,5.0,1,Y,0.0,4418.44
9302433,7.0,1,Y,20.0,4415.03
8153165,6.0,1,Y,0.0,4411.08
6510480,1.0,1,Y,25.0,4396.64
2117315,11.0,1,Y,5.0,4393.67
6884458,11.0,1,Y,0.0,4384.58
3004171,3.0,1,Y,0.0,4381.33
8995739,11.0,1,Y,0.0,4379.59
4609953,8.0,1,Y,2.0,4372.43
6076449,9.0,1,Y,0.0,4372.09
9668842,7.0,1,Y,0.0,4371.39
1439113,10.0,1,Y,14.0,4364.32
4437794,9.0,1,Y,6.0,4363.47
7316051,10.0,1,Y,9.0,4361.57
4774113,5.0,1,Y,0.0,4361.24
5084837,8.0,1,Y,0.0,4360.72
3133524,5.0,1,Y,11.0,4360.55
1246196,10.0,1,Y,0.0,4360.42
6196001,2.0,1,Y,0.0,4358.93
7349891,5.0,1,Y,0.0,4348.81
2899156,3.0,1,Y,0.0,4346.42
3382974,11.0,1,Y,0.0,4337.44
8402929,10.0,1,Y,0.0,4335.46
8161860,7.0,1,Y,4.0,4332.94
9893031,7.0,1,Y,0.0,4331.17
7269489,3.0,1,Y,23.0,4316.62
9120160,6.0,1,Y,7.0,4314.89
8871199,7.0,1,Y,0.0,4313.88
6597426,12.0,1,Y,2.0,4310.67
5167442,2.0,1,Y,0.0,4309.67
6495844,11.0,1,Y,1.0,4309.34
3882205,8.0,1,Y,4.0,4305.56
4204631,3.0,1,Y,0.0,4302.38
5485120,8.0,1,Y,0.0,4298.51
5142858,12.0,1,Y,1.0,4291.83
9107580,8.0,1,Y,5.0,4291.52
1659747,3.0,1,Y,0.0,4287.57
2922872,2.0,1,Y,20.0,4283.17
6418006,3.0,1,Y,0.0,4280.81
1467263,7.0,1,Y,4.0,4280.28
4938337,9.0,1,Y,14.0,4279.4
1351657,9.0,1,Y,12.0,4271.48
2754031,4.0,1,Y,3.0,4271.18
8174226,12.0,1,Y,0.0,4270.35
1922248,12.0,1,Y,0.0,4268.87
3169887,3.0,1,Y,3.0,4268.33
1681589,2.0,1,Y,7.0,4267.87
2637239,5.0,1,Y,18.0,4266.84
8130271,1.0,1,Y,0.0,4265.71
4229919,10.0,1,Y,10.0,4265.65
5121869,11.0,1,Y,9.0,4265.12
8855222,3.0,1,Y,0.0,4263.96
1057833,9.0,1,Y,2.0,4262.73
7938961,4.0,1,Y,0.0,4257.87
8393035,11.0,1,Y,0.0,4257.86
7041275,8.0,1,Y,1.0,4257.14
1325645,5.0,1,Y,0.0,4257.03
9367138,4.0,1,Y,0.0,4256.91
1284108,12.0,1,Y,2.0,4255.86
4481269,11.0,1,Y,0.0,4255.08
6057777,10.0,1,Y,0.0,4252.43
7173104,8.0,1,Y,0.0,4245.52
3254890,2.0,1,Y,15.0,4244.19
1265978,10.0,1,Y,20.0,4244.12
3660971,1.0,1,Y,8.0,4243.97
6860766,4.0,1,Y,0.0,4243.54
6094043,5.0,1,Y,0.0,4236.44
8711059,1.0,1,Y,0.0,4234.6
1377226,1.0,1,Y,2.0,4233.08
2191354,10.0,1,Y,0.0,4231.33
8119548,11.0,1,Y,8.0,4230.07
4093865,8.0,1,Y,7.0,4228.25
2802165,9.0,1,Y,2.0,4226.22
2740912,2.0,1,Y,2.0,4219.31
1678641,12.0,1,Y,0.0,4218.49
3062584,11.0,1,Y,13.0,4217.71
1756518,9.0,1,Y,7.0,4211.17
6480083,11.0,1,Y,0.0,4209.34
3084621,2.0,1,Y,3.0,4207.76
3030580,10.0,1,Y,2.0,4203.71
4630018,1.0,1,Y,0.0,4201.38
3374206,12.0,1,Y,12.0,4200.8
7041004,6.0,1,Y,1.0,4198.79
2662926,11.0,1,Y,0.0,4198.56
1941897,4.0,1,Y,12.0,4197.12
5877920,7.0,1,Y,16.0,4195.72
4209253,12.0,1,Y,0.0,4194.96
4386110,11.0,1,Y,0.0,4191.37
9141732,10.0,1,Y,0.0,4187.13
4066300,11.0,1,Y,0.0,4185.22
6655829,1.0,1,Y,2.0,4184.93
2873581,4.0,1,Y,0.0,4183.04
7246389,6.0,1,Y,0.0,4179.91
5309557,3.0,1,Y,0.0,4177.95
5501072,11.0,1,Y,0.0,4175.8
4239653,7.0,1,Y,0.0,4174.81
3968157,11.0,1,Y,3.0,4173.27
1374011,3.0,1,Y,0.0,4172.91
3505582,2.0,1,Y,15.0,4172.2
2778366,8.0,1,Y,4.0,4171.58
5543821,12.0,1,Y,0.0,4169.27
7331585,3.0,1,Y,0.0,4166.28
4624747,12.0,1,Y,5.0,4164.48
8437764,6.0,1,Y,0.0,4164.01
8619524,9.0,1,Y,2.0,4161.79
6016918,12.0,1,Y,11.0,4161.26
5816841,2.0,1,Y,8.0,4160.7
9310966,6.0,1,Y,2.0,4160.39
4671583,10.0,1,Y,0.0,4158.3
1101598,10.0,1,Y,4.0,4157.88
2378203,3.0,1,Y,3.0,4143.44
8726353,11.0,1,Y,0.0,4143.09
5094532,10.0,1,Y,0.0,4142.27
5747749,11.0,1,Y,0.0,4140.19
6494185,11.0,1,Y,0.0,4134.43
4324779,11.0,1,Y,11.0,4134.2
8172835,8.0,1,Y,0.0,4133.84
1892139,1.0,1,Y,6.0,4132.71
1649846,7.0,1,Y,4.0,4126.98
3933386,3.0,1,Y,0.0,4120.18
5640782,4.0,1,Y,4.0,4118.18
6851471,1.0,1,Y,0.0,4116.11
9582125,10.0,1,Y,12.0,4114.74
6538881,7.0,1,Y,6.0,4114.27
