annual_income,high_education_ind,email_or_tel_available,address_change_ind,living_status,past_num_of_claims,policyholder_key
36322,0,0,0,Rent,3,3869
66945,0,1,0,Own,5,3870
68916,0,1,1,Own,1,3871
70173,0,0,1,Own,6,3872
50367,1,1,1,Own,0,3873
63401,1,1,0,Own,5,3874
81442,1,1,1,Rent,17,3875
47635,1,1,1,Own,0,3876
30220,1,1,0,Rent,17,3877
84381,1,0,1,Rent,0,3878
52753,1,1,0,Rent,0,3879
77637,1,1,0,Own,0,3880
31401,0,0,0,Rent,18,3881
32525,0,1,1,Rent,0,3882
31500,0,1,1,Rent,9,3883
40036,0,1,0,Rent,0,3884
71576,1,1,1,Own,6,3885
99604,1,1,1,Rent,5,3886
36058,1,0,0,Own,13,3887
65843,1,1,0,Own,5,3888
38304,1,0,0,Own,0,3889
93902,1,1,0,Rent,7,3890
76614,1,1,0,Rent,0,3891
80384,1,0,0,Own,2,3892
70640,0,0,1,Own,11,3893
41629,1,0,1,Rent,0,3894
124352,1,1,1,Own,0,3895
56823,1,1,1,Rent,0,3896
35623,0,1,1,Own,0,3897
30015,0,1,0,Rent,11,3898
63027,0,1,0,Own,14,3899
114199,1,1,1,Rent,10,3900
34222,0,1,1,Own,5,3901
44644,0,0,1,Own,0,3902
40468,0,1,0,Own,0,3903
30322,1,0,1,Rent,0,3904
60272,0,1,1,Rent,0,3905
32777,0,1,0,Rent,0,3906
55320,1,0,1,Rent,0,3907
55615,1,0,1,Rent,0,3908
38950,1,0,0,Rent,0,3909
94325,0,0,1,Rent,0,3910
32925,0,1,1,Rent,11,3911
45336,0,0,0,Rent,0,3912
90152,1,0,0,Own,0,3913
58347,0,1,1,Rent,0,3914
88783,0,1,1,Rent,0,3915
55858,1,0,1,Own,11,3916
54956,0,0,1,Rent,0,3917
33879,1,0,1,Own,11,3918
31153,1,0,1,Rent,16,3919
35861,1,1,1,Own,10,3920
104336,1,1,1,Rent,0,3921
37815,1,1,1,Rent,7,3922
56716,1,1,1,Own,0,3923
35136,1,1,1,Rent,6,3924
35926,1,0,1,Own,0,3925
41706,0,1,0,Own,5,3926
39973,1,1,0,Rent,0,3927
33360,1,0,0,Rent,9,3928
38010,0,1,0,Own,0,3929
31363,1,0,1,Own,0,3930
40494,1,1,1,Rent,2,3931
31875,1,0,1,Rent,0,3932
38725,1,0,0,Own,0,3933
44134,0,1,1,Rent,0,3934
54511,0,0,1,Rent,0,3935
40686,1,1,0,Own,8,3936
40035,1,1,1,Rent,0,3937
56177,1,1,0,Own,0,3938
30015,1,0,1,Rent,20,3939
43149,1,1,0,Own,0,3940
33127,0,1,1,Own,4,3941
88955,0,1,1,Own,0,3942
78444,0,1,0,Rent,0,3943
41084,0,1,0,Own,0,3944
51374,0,0,1,Rent,7,3945
44006,1,1,1,Own,1,3946
31000,1,1,1,Rent,8,3947
55159,0,1,1,Rent,0,3948
58465,1,1,0,Rent,0,3949
30015,1,0,1,Rent,26,3950
88924,0,0,1,Rent,7,3951
40708,1,1,1,Own,0,3952
124993,0,0,0,Rent,0,3953
57845,0,1,1,Own,0,3954
60850,1,1,0,Own,11,3955
40097,1,1,0,Rent,0,3956
31709,1,0,0,Own,6,3957
63982,1,1,1,Own,0,3958
66322,1,1,0,Own,11,3959
43599,1,1,0,Own,2,3960
58367,0,1,0,Rent,0,3961
59580,1,1,1,Own,0,3962
62827,1,1,1,Own,0,3963
42968,0,0,0,Own,0,3964
41317,1,1,0,Rent,11,3965
45285,0,1,0,Rent,0,3966
31807,1,0,0,Own,0,3967
49120,0,1,0,Rent,13,3968
30015,1,0,1,Own,10,3969
67135,1,0,1,Rent,6,3970
38961,0,1,0,Own,0,3971
103306,1,0,1,Own,21,3972
45828,1,1,0,Own,1,3973
73933,0,1,1,Rent,0,3974
42309,1,1,0,Own,0,3975
49934,1,0,0,Rent,8,3976
115358,1,1,1,Rent,6,3977
50157,1,1,0,Rent,0,3978
38985,1,1,1,Own,0,3979
76536,1,0,0,Rent,3,3980
124993,0,0,1,Own,21,3981
65922,1,1,1,Own,0,3982
47390,1,1,0,Rent,0,3983
65621,1,1,1,Rent,0,3984
63426,1,1,1,Own,0,3985
56748,1,1,1,Rent,1,3986
49304,1,1,1,Rent,0,3987
30724,1,1,0,Rent,5,3988
40916,0,1,1,Rent,14,3989
57474,0,0,0,Own,0,3990
66653,1,1,1,Own,0,3991
30278,1,1,1,Own,2,3992
35516,0,1,0,Own,0,3993
32991,0,1,0,Rent,8,3994
96686,1,1,1,Rent,4,3995
37937,1,1,1,Rent,26,3996
72065,0,1,1,Own,0,3997
38132,1,0,1,Own,0,3998
59683,1,0,0,Own,0,3999
32866,0,1,1,Own,3,4000
104619,1,0,0,Own,0,4001
64197,0,1,0,Own,11,4002
37406,1,0,0,Own,0,4003
51836,1,1,1,Rent,4,4004
50002,1,0,0,Rent,0,4005
59726,1,1,0,Own,5,4006
71649,0,0,1,Own,0,4007
31207,1,1,0,Own,0,4008
31889,1,1,1,Own,9,4009
48699,1,1,0,Rent,0,4010
50552,0,1,1,Rent,0,4011
48311,0,1,0,Own,0,4012
40376,1,1,0,Rent,0,4013
54345,1,0,1,Rent,11,4014
48432,1,0,0,Own,0,4015
48301,1,1,1,Own,0,4016
63901,1,1,1,Own,10,4017
124993,1,0,1,Rent,22,4018
72567,0,0,1,Own,0,4019
91078,1,1,0,Own,2,4020
55492,0,1,1,Rent,3,4021
49109,1,1,1,Own,0,4022
44064,1,1,1,Rent,0,4023
43683,1,1,1,Rent,3,4024
44107,0,1,0,Rent,15,4025
43793,1,1,0,Rent,9,4026
54675,1,0,0,Rent,13,4027
79141,1,1,0,Rent,0,4028
70361,1,0,0,Own,7,4029
40379,1,0,0,Rent,0,4030
56396,1,1,1,Own,10,4031
41932,1,1,1,Rent,0,4032
51311,0,1,0,Own,12,4033
56033,1,0,1,Rent,9,4034
74331,1,1,1,Own,8,4035
39372,1,1,1,Rent,0,4036
32197,0,0,1,Rent,5,4037
30356,1,1,0,Own,0,4038
71016,1,1,1,Own,5,4039
40075,1,0,0,Own,22,4040
83789,0,1,1,Rent,0,4041
39620,0,1,1,Rent,0,4042
59195,1,1,1,Own,0,4043
34483,1,1,1,Rent,0,4044
108454,0,1,0,Own,29,4045
66488,1,1,1,Rent,13,4046
34567,0,0,1,Rent,0,4047
77754,1,1,1,Own,0,4048
40329,1,1,0,Rent,0,4049
71937,1,1,0,Own,0,4050
85758,0,1,0,Own,1,4051
53863,1,0,1,Own,11,4052
67530,0,1,0,Own,0,4053
47884,0,1,1,Own,0,4054
47147,0,1,1,Rent,0,4055
56715,1,1,1,Rent,19,4056
30015,1,0,1,Own,5,4057
61533,1,1,1,Own,0,4058
39796,1,0,1,Own,0,4059
33757,1,1,0,Rent,0,4060
57551,1,0,0,Own,0,4061
85674,1,1,0,Own,0,4062
57968,1,0,0,Rent,0,4063
33850,1,1,0,Own,0,4064
40644,0,1,0,Own,12,4065
39871,0,0,1,Rent,1,4066
61253,0,1,1,Rent,5,4067
94387,1,1,1,Own,8,4068
74991,1,0,1,Own,6,4069
33311,0,1,1,Own,0,4070
114051,1,1,0,Rent,0,4071
50919,1,0,0,Own,6,4072
50581,1,0,0,Rent,5,4073
30015,1,1,1,Own,20,4074
64507,0,1,1,Own,0,4075
45544,0,0,1,Rent,0,4076
77673,1,0,0,Rent,0,4077
34714,0,1,0,Own,3,4078
33701,1,1,1,Rent,3,4079
80150,0,1,0,Rent,0,4080
74974,1,1,1,Rent,8,4081
34635,1,1,1,Own,19,4082
33541,1,1,1,Rent,0,4083
45818,0,1,1,Rent,0,4084
51820,1,1,0,Rent,0,4085
49452,1,1,1,Own,0,4086
30896,1,1,0,Own,13,4087
59415,1,1,0,Rent,0,4088
47613,1,1,0,Own,13,4089
112295,1,1,1,Rent,0,4090
50574,0,1,1,Rent,1,4091
37966,0,1,0,Own,7,4092
52981,1,1,0,Own,0,4093
124476,0,0,1,Rent,8,4094
89437,0,1,0,Rent,1,4095
39695,1,0,1,Rent,0,4096
124993,1,0,0,Rent,1,4097
53135,1,1,0,Rent,0,4098
68147,1,1,1,Rent,10,4099
37326,1,0,1,Rent,7,4100
63239,1,1,0,Own,4,4101
93843,0,1,1,Rent,0,4102
49154,1,1,1,Own,8,4103
46092,1,1,1,Rent,0,4104
96490,0,1,1,Rent,0,4105
60501,1,1,1,Own,0,4106
68425,1,0,1,Own,0,4107
70684,1,0,1,Own,16,4108
59869,0,0,0,Rent,2,4109
35802,1,0,1,Own,0,4110
48649,0,1,0,Rent,16,4111
56945,1,1,0,Rent,0,4112
48017,0,1,0,Rent,0,4113
41723,1,1,0,Rent,1,4114
66037,1,1,0,Own,0,4115
50437,1,1,0,Rent,21,4116
64153,1,0,1,Rent,0,4117
49695,0,1,0,Own,0,4118
40380,1,1,1,Own,16,4119
92789,1,1,0,Rent,0,4120
100446,1,1,1,Rent,5,4121
103212,0,1,1,Rent,0,4122
36175,1,1,1,Own,15,4123
50927,1,1,1,Own,0,4124
86022,1,1,1,Own,0,4125
57571,1,1,0,Own,0,4126
39108,1,0,0,Own,8,4127
40206,0,1,1,Rent,16,4128
56079,1,1,0,Own,0,4129
49970,1,0,0,Rent,6,4130
36450,1,1,0,Rent,0,4131
83341,1,0,1,Own,6,4132
61592,0,1,0,Own,0,4133
47381,1,0,1,Own,0,4134
59547,1,1,1,Rent,0,4135
37993,0,0,0,Own,5,4136
46865,0,0,1,Rent,2,4137
97315,0,0,1,Rent,18,4138
41134,1,1,1,Rent,0,4139
54171,0,1,1,Own,0,4140
91323,0,0,0,Own,0,4141
104416,0,1,1,Rent,4,4142
44970,1,1,1,Rent,11,4143
62389,1,1,1,Rent,8,4144
49934,1,0,1,Rent,4,4145
65051,1,0,0,Rent,0,4146
47531,0,1,1,Own,0,4147
36089,0,0,1,Rent,0,4148
30239,0,1,1,Own,0,4149
37011,1,1,0,Own,6,4150
66679,1,1,0,Own,0,4151
37342,1,0,0,Rent,3,4152
63014,1,1,1,Rent,0,4153
43486,1,1,0,Own,0,4154
59764,1,1,1,Own,1,4155
96716,0,0,0,Own,0,4156
56545,1,1,1,Rent,0,4157
50064,1,0,1,Rent,0,4158
97261,0,0,1,Rent,2,4159
45125,1,0,0,Rent,1,4160
111465,1,1,0,Rent,0,4161
69257,1,1,0,Rent,10,4162
84193,1,0,1,Own,0,4163
121861,0,1,1,Own,0,4164
64807,1,1,0,Own,0,4165
44719,1,1,1,Rent,0,4166
31964,1,1,1,Own,0,4167
91125,1,1,0,Rent,0,4168
36461,1,0,1,Own,2,4169
32503,0,1,0,Own,0,4170
87723,1,1,0,Rent,19,4171
55602,1,0,0,Own,9,4172
46882,1,1,1,Rent,0,4173
44044,0,1,1,Own,1,4174
45118,1,0,1,Own,0,4175
100149,1,1,0,Own,21,4176
44742,0,0,1,Own,7,4177
35549,1,0,0,Rent,4,4178
45173,1,1,1,Own,3,4179
67384,1,0,1,Own,6,4180
100030,1,0,0,Own,3,4181
30015,1,0,1,Rent,7,4182
37319,0,0,0,Rent,5,4183
31770,1,1,1,Rent,0,4184
57888,1,1,0,Own,3,4185
37980,0,0,1,Rent,0,4186
38874,1,1,1,Own,0,4187
35315,1,1,0,Rent,24,4188
48731,0,1,0,Rent,0,4189
35946,1,1,0,Rent,0,4190
51065,1,1,0,Own,0,4191
85418,1,1,1,Rent,0,4192
80980,1,1,1,Rent,0,4193
76524,1,1,0,Rent,1,4194
30015,0,0,0,Own,1,4195
67261,1,1,0,Rent,10,4196
35901,1,1,1,Rent,0,4197
36967,1,1,1,Own,2,4198
39023,0,0,0,Own,0,4199
78271,1,0,1,Own,0,4200
33777,1,0,0,Rent,0,4201
48121,0,0,1,Rent,0,4202
34224,1,1,1,Own,1,4203
51223,1,0,1,Rent,12,4204
62049,1,1,0,Own,7,4205
70899,1,1,1,Own,6,4206
45770,1,0,0,Rent,0,4207
82019,1,1,0,Own,0,4208
62229,1,1,0,Own,0,4209
36501,1,0,1,Own,4,4210
67013,1,1,0,Rent,17,4211
59983,1,1,1,Rent,0,4212
92973,0,1,0,Rent,0,4213
107526,1,1,1,Rent,12,4214
105224,1,0,0,Rent,0,4215
30015,1,1,0,Rent,16,4216
32250,0,1,0,Own,1,4217
52200,1,1,0,Own,0,4218
39258,1,0,1,Rent,0,4219
37489,1,1,1,Rent,0,4220
44849,0,1,1,Rent,0,4221
68537,0,1,1,Own,0,4222
121390,1,1,1,Own,2,4223
50977,1,0,1,Own,1,4224
43263,0,1,1,Own,1,4225
33706,1,1,1,Rent,10,4226
53723,1,0,0,Rent,0,4227
88734,0,1,1,Rent,0,4228
38655,0,1,1,Own,1,4229
51901,1,1,1,Rent,0,4230
52756,0,1,0,Own,0,4231
48907,1,0,0,Own,0,4232
111089,1,0,1,Own,10,4233
35373,0,1,0,Rent,12,4234
64204,1,0,1,Own,17,4235
55097,1,1,1,Rent,9,4236
44890,1,1,1,Rent,0,4237
109126,1,1,1,Rent,0,4238
49164,0,1,1,Own,7,4239
56021,1,1,1,Own,0,4240
49759,1,0,1,Own,0,4241
68797,1,1,0,Own,0,4242
32192,1,1,1,Own,0,4243
39557,0,1,0,Rent,0,4244
37248,1,1,0,Rent,0,4245
33573,0,0,1,Own,0,4246
30015,0,1,0,Rent,8,4247
88985,0,1,0,Own,1,4248
45289,0,1,1,Own,1,4249
40392,1,0,1,Own,4,4250
54492,1,1,0,Rent,0,4251
87054,1,1,1,Rent,0,4252
84895,0,0,0,Own,0,4253
45882,0,1,1,Rent,5,4254
58768,1,0,0,Rent,5,4255
30263,1,1,1,Rent,9,4256
68691,1,1,0,Rent,0,4257
49260,1,1,0,Own,9,4258
30015,0,1,1,Own,16,4259
85654,1,0,1,Own,0,4260
62180,1,1,1,Rent,11,4261
34673,1,0,1,Rent,21,4262
85780,1,1,1,Rent,5,4263
38798,0,0,1,Rent,0,4264
106427,1,1,1,Own,9,4265
59262,1,1,1,Rent,1,4266
52665,1,0,1,Rent,0,4267
33159,0,1,1,Rent,0,4268
93586,1,0,1,Own,0,4269
60382,0,0,1,Rent,0,4270
46805,1,1,0,Rent,0,4271
43344,0,1,1,Own,0,4272
66113,0,1,1,Rent,5,4273
43296,1,1,1,Own,0,4274
30524,1,1,1,Rent,0,4275
55243,1,0,1,Own,5,4276
49366,1,1,1,Own,0,4277
46111,1,1,0,Own,0,4278
36162,1,1,0,Own,6,4279
40017,1,0,1,Own,5,4280
34851,1,0,0,Rent,18,4281
36182,0,1,0,Own,5,4282
53541,1,1,1,Own,0,4283
47104,1,0,1,Own,0,4284
30402,0,0,1,Own,0,4285
31688,0,0,0,Rent,10,4286
53130,1,1,1,Own,0,4287
36766,1,1,0,Rent,5,4288
46464,1,1,0,Own,3,4289
35859,1,0,1,Rent,0,4290
59406,1,1,0,Own,4,4291
58073,0,1,1,Rent,1,4292
46567,1,1,1,Own,0,4293
59298,0,1,1,Rent,4,4294
102399,1,0,1,Rent,4,4295
123908,1,1,0,Rent,0,4296
40846,0,0,0,Own,0,4297
120221,1,1,1,Own,0,4298
45221,0,0,0,Own,19,4299
45805,1,1,0,Own,0,4300
88186,1,1,1,Own,13,4301
91462,1,1,1,Own,0,4302
43151,1,1,0,Own,7,4303
41153,1,1,1,Own,0,4304
47938,0,1,1,Rent,0,4305
39103,0,1,0,Own,0,4306
73440,0,1,1,Rent,2,4307
30015,0,0,1,Rent,13,4308
48727,1,1,0,Own,15,4309
42596,0,1,0,Rent,0,4310
39972,1,1,0,Rent,11,4311
68079,0,1,1,Rent,0,4312
36431,0,0,0,Own,11,4313
47550,1,1,0,Own,9,4314
61504,0,0,0,Own,17,4315
102152,1,1,0,Rent,0,4316
90565,1,1,0,Own,0,4317
120659,1,1,1,Own,0,4318
48194,1,1,1,Own,0,4319
56668,1,0,0,Own,8,4320
115421,1,1,1,Own,0,4321
48196,1,1,1,Own,0,4322
54658,1,1,0,Own,0,4323
49408,1,1,1,Rent,14,4324
56023,0,1,1,Own,7,4325
41821,1,0,1,Rent,0,4326
43277,1,1,1,Rent,0,4327
38687,1,1,0,Rent,0,4328
53624,1,1,1,Rent,2,4329
33848,1,1,0,Rent,1,4330
30015,0,1,0,Rent,17,4331
68222,1,0,1,Own,0,4332
30015,0,1,1,Rent,4,4333
78431,1,1,0,Own,0,4334
43578,0,0,1,Rent,0,4335
55121,1,0,1,Rent,5,4336
60185,1,1,0,Own,7,4337
64625,1,1,0,Rent,3,4338
34540,1,1,1,Own,0,4339
40263,1,1,1,Rent,3,4340
110709,1,0,1,Own,0,4341
30015,0,1,1,Own,20,4342
80701,1,1,1,Rent,0,4343
88007,1,0,0,Rent,16,4344
56834,0,1,1,Rent,0,4345
33584,0,1,0,Rent,1,4346
43998,0,0,0,Own,2,4347
108306,1,1,1,Rent,0,4348
30196,1,0,1,Rent,3,4349
34602,1,1,0,Own,0,4350
32975,1,1,0,Rent,0,4351
63304,1,0,0,Own,6,4352
33683,0,1,1,Rent,0,4353
76345,1,1,0,Own,5,4354
107382,1,0,1,Own,0,4355
32736,0,0,0,Own,6,4356
34391,1,1,0,Own,0,4357
41256,1,1,0,Rent,8,4358
85912,1,1,0,Rent,19,4359
43503,1,1,0,Own,0,4360
83933,1,1,1,Rent,7,4361
35649,1,1,0,Rent,0,4362
51478,1,1,0,Own,0,4363
90809,0,1,1,Rent,0,4364
41115,0,0,1,Rent,9,4365
58601,1,0,1,Own,3,4366
51961,1,1,1,Own,7,4367
64198,1,0,1,Rent,0,4368
37652,1,1,1,Rent,0,4369
32932,0,1,0,Own,0,4370
78220,1,0,1,Own,0,4371
32996,1,1,1,Own,0,4372
68922,1,1,1,Rent,2,4373
44737,0,1,1,Own,10,4374
65078,0,1,1,Own,0,4375
66471,1,1,0,Own,0,4376
54614,1,1,0,Own,0,4377
40669,1,1,1,Own,14,4378
74674,1,1,0,Own,0,4379
30015,1,1,0,Rent,17,4380
51192,1,1,0,Rent,9,4381
42631,0,1,1,Rent,0,4382
91378,1,1,1,Rent,0,4383
32907,1,0,0,Rent,0,4384
75052,0,1,0,Rent,0,4385
43259,1,1,1,Own,0,4386
35249,0,1,0,Own,0,4387
48126,1,1,0,Own,0,4388
74336,1,1,1,Own,10,4389
37497,1,0,0,Rent,0,4390
71987,1,0,0,Rent,0,4391
51461,1,1,1,Own,0,4392
70714,1,0,0,Own,0,4393
46643,1,0,1,Own,19,4394
99801,0,1,1,Rent,20,4395
47291,0,1,1,Own,5,4396
53854,1,1,1,Rent,0,4397
71220,1,1,0,Own,0,4398
56072,1,0,1,Own,10,4399
43736,1,1,1,Own,0,4400
42459,1,1,0,Own,0,4401
34374,0,0,1,Own,0,4402
47700,1,1,0,Own,0,4403
71292,0,0,1,Rent,0,4404
39999,0,1,0,Own,0,4405
30015,1,0,1,Rent,2,4406
85288,0,1,1,Own,0,4407
32996,1,1,1,Own,8,4408
66466,1,1,1,Rent,12,4409
35428,1,0,1,Own,19,4410
44990,1,1,1,Rent,0,4411
30015,1,0,1,Own,15,4412
36335,1,1,0,Rent,5,4413
50277,1,1,1,Rent,0,4414
32890,1,1,1,Own,0,4415
74881,1,1,1,Own,2,4416
41598,1,1,0,Own,0,4417
55504,1,0,0,Own,0,4418
30015,0,0,0,Rent,17,4419
32578,1,1,0,Own,0,4420
38360,1,1,1,Own,1,4421
62341,0,1,1,Own,1,4422
35687,1,1,1,Rent,0,4423
85550,0,1,1,Rent,13,4424
56250,0,1,1,Own,0,4425
35037,0,0,1,Rent,1,4426
42960,1,1,1,Rent,0,4427
86217,1,1,0,Rent,0,4428
43460,0,1,0,Own,0,4429
41108,1,1,0,Own,0,4430
58809,1,1,1,Rent,0,4431
63865,1,1,1,Own,0,4432
30015,1,0,1,Own,24,4433
50022,1,1,0,Rent,0,4434
66222,1,0,0,Rent,0,4435
30662,1,1,1,Rent,1,4436
69956,0,1,0,Rent,0,4437
65780,1,0,1,Rent,0,4438
30996,0,1,1,Rent,2,4439
58977,1,0,0,Own,0,4440
71534,1,1,0,Own,0,4441
31248,1,1,1,Own,0,4442
32995,0,1,1,Rent,0,4443
34821,1,1,0,Rent,5,4444
37679,0,1,0,Own,0,4445
36936,1,1,0,Own,2,4446
97100,0,1,1,Rent,0,4447
51798,0,0,0,Rent,0,4448
57374,0,1,1,Own,9,4449
62440,1,1,0,Own,0,4450
57803,1,0,1,Rent,17,4451
42514,1,1,1,Rent,0,4452
35673,1,1,1,Own,0,4453
87203,1,0,1,Rent,10,4454
124993,0,0,1,Own,6,4455
34757,1,1,0,Own,3,4456
55624,0,1,1,Rent,0,4457
57966,1,0,1,Rent,6,4458
40241,0,1,1,Own,5,4459
43736,1,1,1,Rent,12,4460
37998,1,0,1,Own,13,4461
43137,1,1,1,Rent,0,4462
114711,1,1,0,Rent,4,4463
67911,1,1,1,Own,0,4464
70172,1,0,0,Rent,1,4465
34628,1,1,1,Rent,0,4466
57635,0,1,1,Own,0,4467
54070,1,1,1,Own,2,4468
35745,1,1,0,Rent,0,4469
31070,1,0,1,Rent,6,4470
40631,1,1,1,Rent,4,4471
83192,1,0,1,Own,0,4472
50520,0,1,0,Own,0,4473
62267,1,1,1,Rent,0,4474
85564,1,1,1,Own,5,4475
30015,0,1,1,Own,26,4476
41423,1,0,1,Own,0,4477
55837,1,1,1,Own,4,4478
64385,0,0,0,Rent,0,4479
64873,1,1,0,Rent,1,4480
46426,1,1,0,Own,0,4481
46098,1,1,1,Own,0,4482
31025,1,0,1,Rent,0,4483
34706,1,1,0,Rent,0,4484
106279,1,1,0,Rent,0,4485
46500,1,1,0,Rent,0,4486
41506,1,1,1,Own,5,4487
31590,1,0,1,Own,32,4488
41735,0,0,1,Own,1,4489
33564,1,0,1,Own,0,4490
56756,1,1,0,Own,0,4491
42771,0,0,1,Own,13,4492
101752,1,0,1,Own,0,4493
81651,1,1,1,Rent,0,4494
42423,1,0,1,Rent,8,4495
33382,1,0,1,Own,6,4496
34984,1,1,1,Rent,8,4497
94142,1,1,1,Own,0,4498
63204,1,0,0,Rent,0,4499
67319,1,1,0,Rent,4,4500
34025,1,1,1,Rent,0,4501
124993,0,1,1,Rent,7,4502
71155,1,0,1,Own,11,4503
45090,1,0,1,Own,0,4504
65238,1,0,0,Own,1,4505
59688,1,1,1,Rent,0,4506
65507,1,1,1,Own,7,4507
35485,1,1,0,Own,11,4508
124993,1,1,1,Own,7,4509
72635,1,0,1,Rent,10,4510
62052,0,1,0,Rent,0,4511
91685,1,1,1,Rent,3,4512
36226,1,1,0,Rent,4,4513
35911,1,1,1,Rent,6,4514
35660,0,1,1,Own,0,4515
60063,1,0,1,Own,21,4516
89725,0,1,0,Own,4,4517
40757,1,1,1,Own,22,4518
62455,0,1,1,Own,16,4519
77009,1,0,0,Rent,16,4520
79667,1,0,1,Rent,15,4521
49291,0,1,1,Rent,8,4522
53605,1,1,1,Rent,0,4523
44616,1,0,0,Own,0,4524
34186,1,1,0,Own,0,4525
53461,1,1,0,Rent,3,4526
38119,1,0,0,Own,0,4527
72722,1,1,1,Rent,0,4528
51222,1,1,1,Own,5,4529
36775,1,1,1,Rent,0,4530
52060,1,0,0,Rent,0,4531
73307,0,1,0,Rent,0,4532
52146,1,1,1,Own,0,4533
96955,1,1,0,Own,11,4534
31166,0,1,0,Rent,0,4535
57078,0,1,1,Own,0,4536
52349,1,0,0,Rent,0,4537
48776,1,1,0,Rent,4,4538
62492,1,1,0,Own,0,4539
84785,0,1,1,Own,16,4540
36148,1,0,0,Rent,0,4541
46663,1,1,1,Own,2,4542
67006,1,1,0,Own,0,4543
45557,0,1,1,Rent,15,4544
31029,1,1,1,Rent,0,4545
61743,1,0,0,Own,0,4546
71694,0,0,1,Rent,0,4547
35019,1,1,0,Rent,6,4548
31925,0,0,0,Own,12,4549
61979,1,0,1,Own,0,4550
55522,1,0,0,Own,0,4551
93228,1,0,0,Rent,0,4552
43818,1,1,1,Rent,16,4553
91221,0,0,1,Rent,0,4554
108475,1,1,1,Rent,10,4555
37865,0,1,0,Rent,5,4556
86249,1,1,1,Own,0,4557
33188,1,1,1,Rent,0,4558
36578,1,1,1,Own,0,4559
61992,0,0,1,Own,4,4560
34083,0,1,0,Own,0,4561
33772,0,1,1,Own,5,4562
46231,1,0,1,Own,0,4563
70352,1,0,1,Rent,0,4564
40986,0,1,1,Rent,11,4565
66693,0,1,1,Rent,7,4566
31641,0,0,1,Rent,0,4567
54237,0,1,1,Rent,10,4568
53541,1,1,1,Own,15,4569
34790,0,0,1,Rent,0,4570
46418,0,1,0,Own,3,4571
79037,0,1,0,Rent,0,4572
66882,1,1,1,Own,10,4573
64150,0,1,0,Rent,2,4574
69676,1,1,0,Own,0,4575
75244,1,1,1,Rent,0,4576
40717,1,0,0,Own,0,4577
58637,0,1,0,Own,0,4578
38898,0,1,0,Own,0,4579
96096,0,1,0,Rent,0,4580
63049,1,1,1,Rent,4,4581
35600,0,0,1,Own,10,4582
64515,1,0,1,Own,1,4583
69721,1,1,1,Own,2,4584
74623,1,0,1,Own,0,4585
77288,1,1,1,Own,0,4586
57581,1,1,0,Own,0,4587
41552,0,1,1,Own,3,4588
87946,0,0,1,Own,5,4589
45231,1,1,0,Own,14,4590
71849,1,0,1,Rent,8,4591
33285,1,1,1,Rent,2,4592
77627,1,1,0,Rent,10,4593
38858,1,1,0,Rent,8,4594
39509,1,1,1,Rent,2,4595
56172,1,1,0,Own,0,4596
57929,1,0,0,Own,0,4597
124993,1,1,1,Own,12,4598
53811,1,1,0,Own,6,4599
56517,1,1,0,Own,6,4600
32891,1,1,0,Own,5,4601
79237,1,1,0,Own,0,4602
32649,0,1,1,Own,3,4603
66453,1,1,1,Rent,0,4604
70571,1,1,0,Own,2,4605
66020,1,1,0,Own,0,4606
101367,1,1,1,Rent,8,4607
50779,0,0,1,Rent,8,4608
103594,1,1,1,Rent,0,4609
87341,1,1,1,Own,20,4610
74435,1,1,0,Own,0,4611
110564,1,0,0,Own,0,4612
42336,0,1,0,Rent,2,4613
112744,0,1,1,Own,8,4614
34598,0,0,0,Rent,9,4615
47801,0,1,1,Own,0,4616
51634,0,1,1,Rent,0,4617
42245,0,1,1,Rent,0,4618
71901,0,0,0,Own,0,4619
115127,1,0,1,Rent,1,4620
42642,1,1,1,Rent,9,4621
32094,1,1,1,Rent,7,4622
32555,1,0,0,Own,10,4623
48737,1,1,1,Rent,0,4624
56782,0,1,0,Own,1,4625
72195,0,0,1,Rent,6,4626
57705,0,0,1,Own,0,4627
40362,1,1,1,Own,4,4628
53181,1,1,1,Own,0,4629
50924,1,0,1,Own,3,4630
45842,1,1,0,Own,9,4631
49869,0,1,0,Own,7,4632
60086,0,1,1,Own,0,4633
85297,0,1,1,Rent,0,4634
30153,1,1,1,Own,0,4635
78150,1,1,1,Own,0,4636
51369,1,0,0,Rent,0,4637
48443,1,0,0,Rent,2,4638
32959,0,1,1,Own,0,4639
99361,1,1,1,Rent,3,4640
71717,0,0,0,Own,0,4641
30854,1,0,0,Rent,1,4642
90384,0,1,1,Rent,0,4643
35950,1,1,0,Own,0,4644
37041,1,1,0,Own,0,4645
56435,1,1,0,Own,3,4646
46948,0,1,0,Own,0,4647
30015,0,0,0,Own,18,4648
47635,1,1,0,Own,21,4649
58674,1,1,0,Own,0,4650
32964,0,1,1,Rent,0,4651
85125,0,1,0,Own,3,4652
75292,0,1,0,Own,0,4653
36424,0,1,1,Own,2,4654
70701,1,1,1,Rent,0,4655
57273,1,1,1,Own,0,4656
51307,1,0,1,Own,0,4657
71871,1,0,0,Rent,19,4658
50524,1,1,1,Rent,17,4659
36448,1,0,0,Own,0,4660
51544,1,1,0,Own,5,4661
36757,1,1,1,Rent,21,4662
101581,1,1,0,Rent,0,4663
48596,1,0,0,Own,8,4664
124993,0,0,1,Rent,12,4665
