vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,vehicle_mileage,vehicle_key
2022,Medium,15000,blue,28161.57386,86305,4448
2025,Compact,17208.89978,black,38952.06255,65291,4449
2021,Medium,15000,white,11043.36493,57365,4450
2022,Large,48976.56339,silver,19960.10006,44653,4451
2014,Medium,15000,white,12195.53485,103906,4452
2022,Large,45744.7636,red,12312.46572,113841,4453
2025,Large,53538.80249,silver,35742.16923,53342,4454
2025,Medium,33939.03988,other,30868.51481,52723,4455
2025,Medium,15000,red,31720.81564,58385,4456
2016,Compact,22277.0915,gray,17024.45674,126140,4457
2003,Medium,42110.21548,red,20278.26407,65919,4458
2025,Compact,22629.03356,gray,25667.98538,80748,4459
2022,Medium,15000,silver,12706.47722,55312,4460
2016,Medium,15000,black,31183.59193,116724,4461
2025,Compact,19995.02821,other,8227.361212,108902,4462
2021,Large,25807.60357,black,13546.86748,129142,4463
2027,Medium,15734.30785,red,37549.72795,75585,4464
2025,Compact,15000,black,13146.47747,62448,4465
2018,Large,57072.00208,other,8159.104549,39438,4466
2023,Compact,64891.95418,other,10999.0268,46026,4467
2023,Medium,15000,black,47146.64051,108733,4468
2024,Large,45356.28858,silver,40317.82409,23163,4469
2026,Compact,58666.62637,gray,38145.45102,77754,4470
2019,Medium,15000,white,39415.45109,126944,4471
2019,Medium,15000,white,11308.18026,80533,4472
2022,Medium,15000,silver,25369.8153,83110,4473
2022,Large,25211.26734,red,41089.29356,96833,4474
2024,Medium,16266.76673,other,7737.867976,98689,4475
2026,Large,15000,silver,11786.58865,34640,4476
2023,Medium,15000,black,14486.6109,70610,4477
2021,Large,63253.65628,black,15723.99328,48747,4478
2022,Compact,15000,red,23624.99481,94594,4479
2027,Large,82150.67863,other,10929.20009,117988,4480
2022,Medium,15000,black,54657.75955,128097,4481
2027,Medium,15000,silver,23983.659,165365,4482
2027,Compact,64971.79614,blue,20825.29951,96541,4483
2025,Large,15000,white,20558.71094,89235,4484
2022,Large,15000,red,19689.26585,99160,4485
2023,Compact,15000,silver,15734.40778,23412,4486
2024,Large,15000,white,77989.16435,71601,4487
2026,Large,15000,blue,63967.98117,58177,4488
2018,Large,15000,blue,18390.77225,78776,4489
2022,Large,15000,gray,15238.03874,100205,4490
2024,Large,15000,silver,41931.9641,115509,4491
2022,Compact,15000,blue,47412.80332,74305,4492
2025,Large,48140.87245,other,18202.30742,127276,4493
2019,Medium,21232.96477,black,9835.497537,63198,4494
2019,Large,41715.03984,gray,7478.234178,87097,4495
2024,Medium,16695.15881,gray,13780.48038,31594,4496
2024,Compact,15000,white,38546.03679,92660,4497
2025,Large,106616.2749,white,23611.00977,61214,4498
2021,Medium,33128.33632,other,31760.76464,42101,4499
2024,Medium,46138.22029,black,11675.76867,81671,4500
2025,Medium,31725.11706,silver,28986.178,33299,4501
2027,Large,42607.92023,other,11170.6725,95688,4502
2018,Compact,56751.61734,silver,15184.14812,96206,4503
2023,Medium,15000,white,15628.05245,97056,4504
2022,Large,18806.83489,silver,8986.668138,62895,4505
2027,Compact,61069.7397,black,16404.93263,109543,4506
2022,Large,31181.48703,black,8832.328155,77748,4507
2024,Compact,37095.08694,white,22178.28166,46868,4508
2024,Large,15000,white,15501.12536,73320,4509
2024,Medium,64876.74477,blue,33580.96498,117292,4510
2025,Large,78430.45012,red,38410.28876,56172,4511
2022,Large,55134.3999,gray,34332.42765,128372,4512
2023,Medium,16731.31227,red,13902.80938,66094,4513
2025,Medium,45393.25833,gray,22137.82861,90011,4514
2026,Medium,15000,silver,28057.69819,61023,4515
2027,Medium,15000,silver,7627.801889,80390,4516
2024,Large,66476.51758,gray,11347.07226,75591,4517
2021,Large,50587.18979,blue,26696.99112,33283,4518
2019,Compact,15000,other,14805.9078,62359,4519
2022,Medium,15000,other,49487.0492,110595,4520
2024,Medium,15000,red,11209.08924,70126,4521
2024,Compact,32849.40025,white,21810.19439,52429,4522
2023,Medium,28412.7876,silver,9413.300875,89278,4523
2022,Large,41707.93017,red,23143.37064,111085,4524
2015,Compact,15000,black,13957.75249,106089,4525
2021,Medium,15000,blue,22902.32181,93781,4526
2026,Compact,15000,blue,13281.80886,78950,4527
2022,Large,32141.331,black,15398.56623,107764,4528
2018,Medium,15000,other,5740.015059,74403,4529
2023,Medium,15000,white,19279.61649,119150,4530
2023,Medium,64752.7639,black,13833.56964,27608,4531
2021,Compact,15000,red,40827.48105,28989,4532
2015,Medium,15000,red,34713.46243,89279,4533
2022,Large,15000,white,21438.82727,65477,4534
2018,Large,55025.36299,white,28524.39833,34964,4535
2018,Large,15000,other,11745.24682,111171,4536
2026,Compact,20008.03975,silver,20020.70692,96175,4537
2025,Medium,74563.62317,silver,33418.52734,97562,4538
2022,Compact,26394.82538,gray,22881.03354,95773,4539
2025,Large,22486.1542,black,10424.28059,95603,4540
2026,Large,80832.49627,red,30597.89971,119734,4541
2024,Large,50151.21079,silver,31185.29308,27752,4542
2022,Large,21094.85693,black,13732.58091,74736,4543
2025,Large,15000,gray,9788.593581,116937,4544
2021,Large,15000,silver,29297.75203,131465,4545
2026,Medium,15000,black,60521.68691,52578,4546
2024,Large,15000,other,12246.68848,90068,4547
2023,Large,15000,white,13738.6417,112946,4548
2026,Medium,15000,red,12973.29388,106489,4549
2022,Large,31479.42381,red,36643.57671,86255,4550
2020,Compact,15000,silver,17185.43318,48986,4551
2022,Large,43241.62809,gray,34102.08453,53257,4552
2015,Large,27800.33029,black,39415.45109,68699,4553
2026,Large,15000,silver,19553.58813,124202,4554
2023,Medium,66697.00667,white,16209.34122,94529,4555
2024,Large,28239.83578,red,37431.8213,135608,4556
2026,Large,86211.8248,white,34474.88729,107865,4557
2022,Medium,15000,white,18841.38203,69578,4558
2027,Compact,58440.14696,gray,24751.80016,92787,4559
2026,Large,15000,other,19913.41545,104649,4560
2023,Large,51608.97802,white,11204.30388,47440,4561
2021,Medium,50957.31263,white,37352.50717,85503,4562
2013,Compact,15000,black,23441.30103,60825,4563
2023,Large,36013.63137,other,22389.28085,45094,4564
2021,Compact,16445.86495,white,30060.72527,117451,4565
2022,Large,74749.30804,other,21712.71219,51067,4566
2026,Medium,23659.95621,silver,30962.22414,134844,4567
2018,Compact,22511.9825,silver,19951.7194,119914,4568
2023,Large,15000,red,15694.1493,25127,4569
2023,Large,51190.19333,other,12368.98869,66851,4570
2025,Compact,31613.95683,other,22483.15165,84028,4571
2024,Medium,15000,black,8742.641682,96035,4572
2024,Compact,16780.23988,white,8041.137474,119752,4573
2023,Medium,15000,silver,23554.94754,62984,4574
2024,Large,25943.82813,white,19568.85257,70104,4575
2009,Medium,15000,white,9641.58658,62157,4576
2022,Medium,15000,other,14858.49852,35883,4577
2023,Compact,15000,gray,51129.35358,53251,4578
2023,Large,15000,black,38944.29095,61395,4579
2024,Compact,34989.49678,silver,9698.931858,83782,4580
2022,Large,69258.79733,other,12932.3289,97380,4581
2024,Medium,20733.05486,gray,7704.71948,52945,4582
2024,Large,116787.2492,other,5387.221416,101913,4583
2025,Compact,65226.37341,black,39239.66815,149124,4584
2024,Compact,15000,blue,9181.551624,18297,4585
2022,Medium,15000,other,41314.606,63792,4586
2026,Large,15000,gray,12082.91634,110843,4587
2012,Medium,15000,silver,15378.1266,46282,4588
2018,Compact,58422.59169,silver,21765.28198,45101,4589
2025,Medium,15000,black,26140.50477,65097,4590
2020,Medium,15000,silver,34512.56327,92610,4591
2023,Compact,15000,other,37069.48001,111709,4592
2004,Compact,15000,other,6030.893537,66530,4593
2024,Large,41399.29733,gray,31568.33121,97227,4594
2026,Medium,15000,gray,12378.49931,69670,4595
2024,Large,47766.7039,red,17536.14265,104242,4596
2021,Medium,70166.18229,gray,20790.33138,111028,4597
2019,Compact,54110.12564,other,8170.119546,51733,4598
2022,Medium,28743.37071,white,29037.88656,81705,4599
2025,Medium,30761.93465,other,28212.95498,88240,4600
2024,Medium,15000,black,29005.25778,8476,4601
2022,Medium,15000,other,31725.93763,54652,4602
2024,Medium,68945.81808,white,20272.70225,97523,4603
2022,Large,15000,black,47050.54409,124271,4604
2017,Compact,15000,red,44436.49962,38114,4605
2022,Large,81198.91314,blue,8579.379902,77808,4606
2020,Large,15000,black,5514.430215,91066,4607
2019,Large,28204.90208,white,20371.70075,162012,4608
2026,Large,32141.331,blue,50133.12631,72266,4609
2018,Medium,15000,gray,10812.23762,51722,4610
2027,Large,15000,white,20243.02075,81395,4611
2020,Large,15000,blue,21369.41849,67975,4612
2027,Medium,15000,gray,20991.8983,83755,4613
2022,Medium,25051.6113,gray,25977.14346,109589,4614
2027,Medium,15000,gray,16147.9586,106012,4615
2023,Compact,15000,other,14317.86803,55181,4616
2010,Large,20803.5076,blue,37168.61655,60988,4617
2023,Compact,15000,blue,12762.03729,68414,4618
2026,Medium,48955.83155,silver,42655.87579,89976,4619
2021,Medium,15000,other,31792.43162,71608,4620
2019,Compact,25639.74034,black,14467.68647,76707,4621
2022,Large,47983.17213,gray,28568.88691,96259,4622
2023,Medium,15000,blue,24725.62626,99701,4623
2019,Large,38226.72459,white,20721.57727,81972,4624
2021,Medium,42104.37834,silver,12594.20019,107630,4625
2022,Compact,36371.96219,silver,27244.39216,85209,4626
2027,Medium,15000,white,11714.01426,89820,4627
2023,Compact,15000,red,25862.38199,128578,4628
2024,Large,27407.78832,blue,10028.27988,70033,4629
2015,Large,15000,red,26418.15706,92014,4630
2020,Large,17066.76507,white,21923.09337,142870,4631
2022,Compact,35924.19025,blue,18803.28413,51955,4632
2025,Medium,100939.5707,red,12270.1075,79840,4633
2027,Large,15000,gray,22552.5755,83727,4634
2020,Large,52527.41599,blue,3053.099348,48055,4635
2027,Compact,29265.88762,blue,7356.996827,50844,4636
2026,Medium,15000,gray,16496.13149,68748,4637
2025,Medium,15000,other,16896.32439,64007,4638
2023,Compact,33333.36987,white,20038.06212,76941,4639
2015,Medium,40793.59291,black,43178.99995,102633,4640
2006,Compact,16642.37709,other,22202.52931,103099,4641
2026,Compact,28412.7876,gray,10091.15826,123507,4642
2021,Medium,25328.75584,white,28927.64666,125423,4643
2023,Compact,56552.43965,blue,11023.49789,124561,4644
2016,Compact,15000,red,15648.58582,107847,4645
2024,Compact,15000,white,33569.71889,95828,4646
2022,Medium,36800.80217,blue,6156.940506,53864,4647
2027,Compact,41988.62412,other,17754.49354,125945,4648
2027,Large,98473.33892,black,13724.76696,70225,4649
2022,Compact,46121.95999,white,4524.334508,36882,4650
2017,Medium,15000,red,14257.37918,121060,4651
2022,Medium,16886.63137,silver,9413.300875,104154,4652
2017,Large,27023.30634,white,26329.90983,109313,4653
2024,Compact,15000,red,19221.50069,57038,4654
2023,Medium,57506.07612,black,16530.72819,119327,4655
2022,Medium,15000,blue,9385.182645,68677,4656
2012,Compact,15000,other,22063.20152,99609,4657
2020,Medium,39664.59589,red,19550.39645,55788,4658
2023,Medium,50145.90429,gray,14926.23874,65231,4659
2023,Medium,15000,blue,13857.55492,41212,4660
2022,Compact,46069.82155,white,18252.25349,105206,4661
2017,Compact,15000,white,12346.37951,53040,4662
2023,Compact,15000,red,26779.91381,24449,4663
2023,Large,15000,blue,32012.57439,18845,4664
2022,Large,15000,blue,42536.55209,110886,4665
2027,Large,21977.3575,white,9934.892239,55760,4666
2023,Large,15000,blue,9862.882687,108678,4667
2022,Large,15000,white,19277.28839,124565,4668
2025,Compact,26332.54154,silver,6328.316262,96585,4669
2014,Medium,15000,silver,41351.77257,92285,4670
2022,Large,15000,other,29947.12576,140031,4671
2022,Medium,26370.02762,other,12578.76933,88038,4672
2018,Compact,15000,silver,38818.19542,57028,4673
2022,Large,17239.3216,white,17729.73905,75983,4674
2022,Large,15000,silver,10157.5795,108939,4675
2022,Compact,56901.58254,white,11328.08191,54488,4676
2021,Compact,15000,silver,15019.45845,112145,4677
2026,Medium,27236.45388,white,13828.98559,73668,4678
2027,Large,55355.60276,other,12747.35686,45216,4679
2026,Large,23476.22862,silver,47649.04673,82433,4680
2017,Compact,15000,silver,14101.49259,148810,4681
2023,Large,36774.50451,other,32977.22339,150397,4682
2023,Large,15000,white,17861.48654,127672,4683
2024,Large,19955.94424,black,54356.31664,77331,4684
2026,Large,15000,red,15792.23197,65632,4685
2010,Large,100150.9281,red,17690.03704,81519,4686
2024,Large,67295.81397,gray,26467.78363,119234,4687
2024,Medium,15000,red,15437.10997,153517,4688
2022,Compact,15000,white,26317.54327,83513,4689
2025,Compact,15000,silver,27280.37508,37319,4690
2018,Medium,101062.4171,white,40393.16335,59514,4691
2013,Large,20428.18887,white,19170.61225,97411,4692
2023,Medium,45863.35194,gray,43898.35836,120579,4693
2026,Compact,52126.1445,blue,15792.23197,103781,4694
2027,Medium,15000,silver,19253.59418,80203,4695
2027,Medium,15000,blue,19376.45613,46062,4696
2023,Compact,15000,gray,20697.11251,85804,4697
2017,Medium,66712.63822,red,40021.17442,100649,4698
2023,Medium,15000,white,41075.47619,79719,4699
2026,Compact,15000,red,21942.56767,72515,4700
2023,Compact,22084.89914,red,9883.599385,111689,4701
2018,Large,15000,black,23368.89475,81091,4702
2017,Large,21506.84307,red,15092.73896,96080,4703
2025,Medium,19615.10318,blue,9704.177059,52959,4704
2024,Compact,20594.8584,silver,26971.11061,65541,4705
2024,Medium,68004.8071,white,35340.94452,121550,4706
2024,Compact,17307.4975,blue,8662.95068,81321,4707
2016,Large,15000,white,10111.04165,65658,4708
2027,Large,33127.96001,black,15216.26596,57687,4709
2026,Large,15000,blue,57412.5454,104505,4710
2024,Large,15000,blue,18399.68034,42565,4711
2025,Large,15000,other,18049.96852,101729,4712
2026,Compact,55281.38796,black,14309.27145,93166,4713
2017,Compact,64620.99645,black,7695.098699,64585,4714
2015,Medium,15000,silver,21100.86792,128454,4715
2025,Large,44373.0563,gray,25143.96187,96302,4716
2019,Large,15000,black,8195.835829,76312,4717
2021,Large,35523.02188,blue,25222.01425,10384,4718
2022,Large,43718.8338,other,16192.78883,75873,4719
2026,Large,15000,white,31516.36918,144963,4720
2020,Medium,18824.50369,red,20012.92853,54524,4721
2019,Compact,55470.24634,silver,11582.3972,115191,4722
2022,Compact,19049.92347,white,13930.50033,79388,4723
2027,Compact,15405.38223,gray,25726.90118,111759,4724
2025,Compact,27964.62089,blue,11837.78121,111410,4725
2023,Compact,33222.62648,other,21982.47036,38567,4726
2026,Medium,15000,gray,24383.30647,88181,4727
2023,Compact,62175.1442,white,14415.24657,34503,4728
2022,Medium,28582.2574,other,25095.83822,66697,4729
2022,Compact,76765.33264,other,22822.83973,58273,4730
2022,Compact,54168.73273,blue,17137.00787,68088,4731
2026,Compact,15000,white,16499.5889,95605,4732
2007,Medium,25010.9989,other,60674.45102,99966,4733
2016,Compact,29276.65397,other,31583.06352,98855,4734
2016,Compact,15000,red,39827.5521,83178,4735
2023,Large,40942.86568,white,11289.95387,144148,4736
2023,Large,15000,black,15893.5389,89670,4737
2022,Compact,56472.63258,blue,15749.21987,60605,4738
2026,Compact,15000,black,52562.00485,77383,4739
2023,Medium,24562.46153,white,13865.54129,114513,4740
2021,Compact,46870.25663,silver,30698.87745,79020,4741
2026,Compact,16812.47036,gray,52027.5035,78072,4742
2018,Medium,15000,red,7811.870533,64324,4743
2027,Compact,36748.94652,gray,13732.01566,110254,4744
2026,Medium,15000,white,11453.01116,89830,4745
2017,Large,18710.98501,other,41343.03831,52857,4746
2025,Compact,15000,other,29294.77787,63651,4747
2025,Medium,15000,blue,35270.37155,105057,4748
2022,Compact,34030.92351,gray,7202.51523,77797,4749
2022,Large,15000,silver,35269.24021,71041,4750
2018,Medium,41707.93017,black,7373.215995,55468,4751
2020,Large,15000,white,23763.83305,124613,4752
2026,Large,15000,gray,12358.21845,77290,4753
2027,Large,50930.72575,black,9273.412415,89105,4754
2026,Large,31340.68026,white,10641.6278,44769,4755
2022,Medium,15000,blue,30255.49255,54849,4756
2017,Medium,45463.85372,silver,23554.46909,36602,4757
2022,Medium,15000,red,18729.05515,137588,4758
2022,Large,15000,silver,14030.60605,13760,4759
2027,Medium,43824.31234,silver,56616.53144,56551,4760
2023,Compact,42363.05278,other,14730.92565,90006,4761
2022,Compact,15000,silver,9598.811011,74245,4762
2026,Medium,15000,other,21948.84305,62719,4763
2027,Large,15000,black,24118.70762,62062,4764
2022,Compact,35872.15037,red,8578.612721,154568,4765
2022,Compact,15000,black,34122.51191,55150,4766
2018,Large,59964.97765,white,12935.62819,109116,4767
2016,Medium,59339.85236,black,14779.2815,126974,4768
2019,Medium,15000,blue,17265.57821,47905,4769
2026,Large,15000,gray,23035.90702,125462,4770
2025,Compact,15000,black,62757.07831,52973,4771
2017,Compact,15000,red,22673.85437,39861,4772
2019,Large,15000,gray,33142.87512,57739,4773
2023,Medium,17007.2107,gray,12674.48477,61528,4774
2022,Large,15000,gray,18034.27681,95482,4775
2027,Large,15000,white,16896.32439,80692,4776
2023,Large,15000,silver,19296.04361,33380,4777
2025,Compact,15000,white,42829.46236,118649,4778
2022,Medium,71054.25405,blue,22552.5755,35071,4779
2022,Medium,15000,other,25032.57593,45004,4780
2023,Compact,15000,red,24300.65536,61031,4781
2026,Medium,69615.60941,silver,32504.7778,108659,4782
2025,Large,49770.7787,silver,9322.343923,53423,4783
2022,Compact,36304.45218,red,17179.36349,97123,4784
2021,Compact,15000,silver,12685.16451,109010,4785
2024,Compact,15000,black,20126.78752,72616,4786
2023,Large,28197.85996,silver,23900.34611,104560,4787
2017,Large,15000,silver,26753.69746,81431,4788
2024,Large,15000,blue,9313.298705,90991,4789
2023,Medium,20986.71439,other,10473.36846,149777,4790
2024,Large,48400.30786,other,22140.83008,143073,4791
2023,Medium,31208.16294,other,37063.60323,77451,4792
2027,Compact,57364.97307,white,24710.67361,39008,4793
2026,Large,15000,gray,19143.40811,85485,4794
2024,Compact,57305.32934,silver,15946.96421,71902,4795
2022,Large,15000,white,16823.27687,89241,4796
2025,Medium,43582.9187,white,11833.0209,86248,4797
2022,Compact,33257.4048,red,17376.65759,84423,4798
2019,Medium,15000,white,48764.56531,125019,4799
2016,Medium,19351.87378,black,52041.34472,54079,4800
2025,Large,16336.74756,white,7633.117652,122118,4801
2026,Compact,15000,blue,10279.72819,33209,4802
2027,Large,15000,blue,44272.17189,52449,4803
2027,Medium,59105.16372,other,40093.44679,126399,4804
2022,Compact,29780.18254,gray,42230.27708,128483,4805
2023,Compact,15197.45049,red,7559.593554,93152,4806
2023,Large,25686.41741,red,14941.32971,76629,4807
2024,Large,15000,other,14690.60026,104779,4808
2027,Compact,39110.16458,black,42941.27394,67198,4809
2021,Compact,15000,blue,15870.71663,27020,4810
2024,Compact,24548.73131,black,12309.22132,102194,4811
2025,Medium,15000,white,57239.19537,59373,4812
2024,Large,15000,gray,28503.11965,20130,4813
2024,Large,48715.62288,gray,28316.55034,105309,4814
2026,Large,15000,other,14447.68618,73426,4815
2022,Compact,35642.1216,red,61135.09735,55727,4816
2022,Compact,58493.67572,blue,12973.40875,7875,4817
2027,Medium,15000,blue,16089.58734,94116,4818
2025,Compact,15000,silver,20613.04475,84204,4819
2023,Large,110845.9211,black,37339.89278,75063,4820
2022,Medium,26231.31595,red,25524.63543,71289,4821
2022,Compact,56935.57878,blue,22318.90477,42096,4822
2023,Medium,34143.21857,blue,35029.24326,104437,4823
2027,Large,15000,black,20917.20924,137675,4824
2022,Large,15000,blue,9968.552005,47811,4825
2027,Compact,15000,red,34471.81326,48072,4826
2019,Medium,44074.09705,blue,12698.01054,125582,4827
2027,Large,53058.30957,red,6144.28643,136509,4828
2025,Large,15000,other,19361.77146,43147,4829
2016,Compact,15000,gray,24383.39652,83087,4830
2023,Large,35383.79749,gray,36005.27492,29052,4831
2015,Compact,55432.27715,black,22483.54159,59531,4832
2020,Large,15000,blue,28407.29713,66639,4833
2022,Large,15000,gray,25538.43295,56316,4834
2025,Medium,29881.93914,white,8195.745723,56856,4835
2024,Large,15000,blue,48976.08005,51612,4836
2020,Medium,20100.56512,black,34052.23103,89887,4837
2019,Medium,15000,black,17612.38251,46495,4838
2024,Medium,15000,blue,42492.10283,61191,4839
2023,Compact,15000,red,22487.8302,38083,4840
2022,Medium,15000,white,7343.995712,62967,4841
2024,Medium,61453.58588,red,10270.82219,78673,4842
2024,Medium,78155.31627,white,44499.74678,61278,4843
2017,Medium,15000,gray,9072.492594,57540,4844
2022,Medium,46943.18154,red,24562.71158,103811,4845
2027,Medium,37563.37453,black,14383.02869,72313,4846
2024,Compact,16893.14977,white,22592.06906,78133,4847
2020,Compact,54785.61414,black,22809.99162,147223,4848
2023,Medium,15000,black,22848.57389,100357,4849
2025,Medium,74810.00003,other,25421.81041,83152,4850
2024,Large,24267.19758,black,8262.338725,38484,4851
2025,Medium,71513.00528,black,16493.75282,74610,4852
2023,Compact,40804.99133,blue,20851.98405,90259,4853
2027,Compact,21860.44263,black,18165.48508,80637,4854
2027,Compact,26597.73579,blue,31043.80775,146047,4855
2021,Large,15000,red,19442.70322,80972,4856
2022,Compact,70380.82108,silver,8039.369305,53341,4857
2027,Medium,37144.74904,black,20611.73563,79383,4858
2024,Large,27047.39766,blue,22453.1551,69576,4859
2022,Large,15000,gray,15998.46051,95116,4860
2022,Medium,15000,other,23843.88249,500,4861
2026,Medium,15000,red,20253.06789,40802,4862
2025,Large,15000,red,11317.33968,134378,4863
2021,Medium,41867.69319,blue,20599.00232,102862,4864
2021,Medium,64897.52897,other,16935.08395,500,4865
2027,Compact,51084.98132,red,54588.88998,130880,4866
2021,Compact,50037.67573,black,39933.0174,74917,4867
2019,Large,15000,silver,19969.52133,101299,4868
2027,Compact,35539.94341,white,39457.65299,77464,4869
2027,Compact,15000,blue,24886.41043,112823,4870
2026,Medium,15000,other,20708.99551,80344,4871
2026,Medium,31704.69436,white,13982.11748,39963,4872
2021,Compact,47942.13058,red,12597.46144,38746,4873
2021,Compact,22514.34423,black,18767.33144,91309,4874
2024,Large,34053.7522,blue,7998.623828,56858,4875
2026,Medium,15481.38468,white,30435.97143,38931,4876
2022,Compact,15000,white,11950.85319,74921,4877
2027,Compact,32018.07909,red,9351.186562,75050,4878
2015,Compact,30964.77158,white,24410.65799,66061,4879
2022,Large,40642.57227,silver,7062.653865,101187,4880
2024,Large,15000,red,38768.98981,41652,4881
2026,Medium,25110.79571,other,11685.0515,106860,4882
2024,Compact,19847.35122,white,4801.188973,53641,4883
2018,Compact,15000,other,26068.96647,131840,4884
2015,Medium,43003.58174,silver,18134.38767,92591,4885
2009,Large,29549.73806,gray,6971.684645,101947,4886
2025,Compact,15000,blue,10602.64493,51552,4887
2021,Medium,63981.6063,white,39817.97273,174456,4888
2026,Compact,28313.92264,other,21773.02767,51547,4889
2022,Compact,15000,blue,26770.28472,54468,4890
2020,Medium,15000,gray,21330.15953,41133,4891
2023,Large,15000,gray,43439.49814,58706,4892
2026,Compact,29097.42137,silver,20917.20924,44181,4893
2024,Compact,15000,red,26278.38582,131857,4894
2013,Large,50528.22098,other,15512.66502,91283,4895
2025,Large,46998.69177,gray,23145.48155,38944,4896
2022,Compact,63251.99228,blue,14257.70832,111748,4897
2025,Large,15000,blue,33847.4709,79694,4898
2026,Compact,38005.83135,gray,20733.94325,54823,4899
2025,Large,15000,other,30435.97143,89579,4900
2024,Large,15000,white,21067.78246,49912,4901
2023,Large,15000,red,31880.0154,76426,4902
2015,Large,26530.22165,red,25081.55151,112525,4903
2009,Medium,19959.61252,black,35323.28038,104859,4904
2027,Large,73314.59717,silver,16453.91579,99390,4905
2016,Compact,15000,white,57480.12427,112030,4906
2018,Compact,15000,white,21551.03498,76608,4907
2024,Medium,15000,white,29566.88486,81443,4908
2019,Medium,31292.68727,blue,24409.0417,109585,4909
2021,Large,72630.41895,blue,7201.301621,120631,4910
2018,Compact,15000,white,30702.48605,86594,4911
2019,Medium,22600.2789,black,40262.7161,115416,4912
2013,Medium,15000,blue,23009.45702,79764,4913
2022,Large,15000,red,44509.2897,106313,4914
2022,Compact,15000,blue,32971.67823,63797,4915
2023,Medium,15000,other,28081.28865,65348,4916
2023,Medium,15000,gray,20187.70872,86071,4917
2022,Compact,15000,red,43931.96114,67438,4918
2018,Large,15000,red,17908.6883,90166,4919
2027,Compact,23458.74123,blue,13665.25976,135930,4920
2026,Medium,24521.11125,blue,12820.85883,78513,4921
2024,Large,49004.24574,other,25754.6293,32326,4922
2026,Compact,15000,black,25793.90557,83533,4923
2024,Compact,62225.3898,white,36271.43519,44892,4924
2020,Compact,15000,black,23795.47799,36445,4925
2026,Compact,15000,blue,15552.17535,33148,4926
2021,Large,84203.99206,silver,20037.56291,116440,4927
2022,Large,25357.23719,red,16876.14759,72430,4928
2025,Medium,15000,black,32322.68665,88541,4929
2022,Compact,19909.46261,other,37435.5881,119742,4930
2022,Large,15000,silver,16194.46063,68363,4931
2024,Medium,40799.79195,blue,40121.74432,114521,4932
2026,Large,22784.05982,other,23917.77343,110581,4933
2015,Compact,15000,silver,26709.52704,58946,4934
2021,Medium,15000,red,21086.66947,100982,4935
2021,Large,120640.9833,blue,30090.38217,87604,4936
2016,Large,15000,blue,16913.17525,80534,4937
2022,Large,15000,black,35993.06839,76473,4938
2024,Medium,15000,other,15960.17251,113549,4939
2027,Compact,24906.20607,blue,29455.85628,80203,4940
2023,Medium,17669.03891,white,7069.418386,93634,4941
2022,Large,25223.91361,blue,10711.35723,2092,4942
2019,Compact,15000,red,7512.261663,100221,4943
2025,Medium,15000,red,41103.06244,18379,4944
2027,Compact,15000,blue,19296.04361,29407,4945
2010,Large,15000,red,27301.29815,114780,4946
2025,Medium,15000,other,26501.67228,55043,4947
2026,Medium,44117.81502,other,26415.5362,50164,4948
2027,Compact,15000,white,23948.39516,73891,4949
2018,Large,15000,white,7803.653014,99500,4950
2025,Large,15000,white,11704.38597,87372,4951
2023,Medium,15000,other,35520.43289,90838,4952
2025,Medium,65509.44895,blue,19687.73126,71819,4953
2024,Large,15000,blue,10180.87624,104548,4954
2024,Medium,15000,blue,28069.2526,66550,4955
2025,Compact,37719.42878,silver,41367.41681,93535,4956
2015,Large,59939.52827,blue,13592.19555,102753,4957
2026,Compact,49128.99925,blue,15919.74485,124861,4958
2023,Medium,64941.00541,black,22674.50803,138603,4959
2025,Compact,15000,silver,37410.5854,70901,4960
2023,Compact,25046.70194,blue,10876.19573,92338,4961
2022,Medium,47792.5112,blue,17848.9473,48448,4962
2026,Compact,15000,red,24190.77682,92755,4963
2026,Large,15000,other,9466.741696,60819,4964
2018,Medium,15000,other,41208.12907,79319,4965
2025,Large,23602.48862,blue,15894.15,65056,4966
2020,Medium,15000,black,12074.01757,102580,4967
2023,Compact,15000,silver,25491.26907,31129,4968
2026,Compact,15743.46936,gray,24253.80523,44294,4969
2022,Compact,15000,silver,14049.15969,100163,4970
2023,Compact,15000,silver,10028.27988,47999,4971
2012,Large,60738.14358,other,19986.07867,89565,4972
2018,Compact,15000,black,29736.17307,41765,4973
2027,Medium,15000,black,17200.80507,79580,4974
2027,Compact,15000,silver,18813.88173,128384,4975
2019,Medium,25029.71112,silver,30517.08141,41809,4976
2017,Large,15000,black,21848.90774,42769,4977
2026,Medium,57584.78964,black,23171.49329,116182,4978
2026,Compact,52998.39641,red,13121.87144,96880,4979
2027,Compact,50651.09071,black,17257.98537,65580,4980
2020,Medium,15231.44803,white,15034.10513,39863,4981
2025,Large,15000,blue,24057.34357,50090,4982
2023,Compact,18463.31531,black,17752.92537,72749,4983
2022,Medium,15000,red,45537.61895,125930,4984
2024,Medium,15000,red,5320.908063,87496,4985
2025,Medium,15000,other,5051.734662,59203,4986
2025,Medium,15000,gray,36943.19327,72004,4987
2013,Large,52667.58559,gray,36696.16628,88721,4988
2024,Large,30854.99191,silver,13459.79264,131437,4989
2024,Large,18004.31639,black,20480.64891,89149,4990
2022,Medium,15000,red,18212.53296,115065,4991
